company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
Белоусов Лимитед,Education,zao.net,8 218 232 2536,"пр. Терешковой, д. 6/3 к. 424",д. Курганинск,Ирак,138753,51fc2d98-d600-43de-b6f5-add75991e021,Prospect
Яковлева Инкорпорэйтед,Construction,zao.net,+7 (236) 408-09-34,"пр. Вахитова, д. 852 к. 337",к. Нефедова,Туркмения,671662,43b7dad7-a640-4685-a28a-8220fe2066f2,Active
ОАО «Филиппов»,Construction,ooo.net,8 (268) 004-2333,"бул. Пионерский, д. 2 стр. 44",к. Калязин,Сербия,269562,76f3e969-ce1e-4cec-92eb-ac23806e2b99,Lead
"РАО «Казакова, Веселова и Филатов»",Manufacturing,gruppa.ru,+7 (596) 875-0600,"бул. Малиновый, д. 157 стр. 7/8",д. Верхний Уфалей,Науру,246906,6a479c4b-aa67-4e96-909f-9ba8e47cf5cf,Customer
Ланит,Healthcare,ao.ru,8 (218) 366-3475,"алл. Химиков, д. 7 стр. 11",п. Клин,Пакистан,190728,d1a4ba35-194b-4b00-b264-9136f2cbb8bf,Prospect
Ферреро Руссия (Ferrero),Finance,shirjaev.biz,+7 (228) 113-8379,"алл. Докучаева, д. 9/5 стр. 4",клх Люберцы,Иран,342341,c564cbb0-3d8d-4d27-bb60-b1b46e94626a,Inactive
Федосеев Лтд,Manufacturing,npo.info,8 (226) 885-8726,"наб. Кедровая, д. 6 к. 82",п. Салават,Мексика,593173,5d60bb34-08f1-40f6-b752-d82086a177b5,Inactive
ООО «Максимова Воробьев»,Manufacturing,rao.edu,8 (838) 325-4505,"ул. Томская, д. 96",к. Железногорск(Курск.),Гана,257195,3958829a-0ba5-45d9-8368-e73a7945cfbe,Prospect
Беляева Инк,Retail,oph.com,+7 (019) 523-6756,"бул. Толбухина, д. 888 стр. 9",ст. Иваново,Джибути,123090,9587bc3c-0320-457b-95c3-181d51e8728c,Lead
ЗАО «Игнатов»,Construction,adidas.org,8 719 621 2401,"ш. Придорожное, д. 59",к. Назрань,Маршалловы Острова,404276,f8b4f9e9-2fb3-4525-8cbc-851724092ce1,Customer
"ЗАО «Куликов, Галкина и Дмитриева»",Healthcare,rao.info,+7 (516) 165-67-37,"пр. Пограничный, д. 635 стр. 10",п. Снежногорск (Мурм.),Андорра,955067,d17fee99-1855-4c84-b9ce-ccdf0cea1c31,Lead
"ОАО «Крюкова, Пахомов и Шилов»",Retail,oao.ru,8 035 909 51 04,"ш. Сплавное, д. 2 к. 613",клх Черемхово,Бутан,717468,53073f3d-e74c-4fb7-a47a-f1c7299b77e2,Lead
АО «Семенова-Михеева»,IT,ao.info,8 (374) 774-42-78,"ш. Детское, д. 68 к. 3/7",с. Медногорск,Куба,416733,ab83e92a-1632-4b2c-bcc3-5236e9268a0c,Inactive
Мартынова Лтд,Manufacturing,ooo.edu,86906965959,"бул. Короленко, д. 8",п. Змеиногорск,Новая Зеландия,848170,8a3a948c-e7d0-490e-97d1-4b43096e1152,Prospect
Группа М.Видео-Эльдорадо,Healthcare,npo.info,83884075783,"ул. Партизанская, д. 343",д. Ростов,Сейшельские Острова,639476,bb255f75-c30d-4ba1-9c76-0cdcd5a98e4f,Prospect
НПО «Мартынова-Петухова»,Construction,muhina.com,+7 249 414 96 08,"алл. Иркутская, д. 9/5",к. Казань,ЮАР,497177,41630442-56d0-46af-962d-0fde6196a163,Prospect
Нестерова Лтд,Education,oao.biz,8 707 549 6394,"наб. Чкалова, д. 21 к. 58",п. Онега,Бутан,063017,77febc4d-3b35-497f-8e06-4c94d4f2f905,Active
РАО «Вишнякова Сысоев»,Retail,ao.info,8 619 823 32 65,"ш. Новоселов, д. 5 к. 6",с. Нязепетровск,Бутан,987504,fceb73e8-a9a5-4695-9b45-27aedd0bb373,Inactive
НПО «Яковлева-Большакова»,Retail,npo.com,+7 149 981 0648,"ул. Придорожная, д. 12",г. Усть-Катав,Латвия,821332,eff35726-17c6-41e7-9c84-4f3f8195d3cd,Inactive
"АО «Коновалова, Русаков и Брагин»",Education,ooo.info,8 355 688 04 95,"алл. Карьерная, д. 854 стр. 732",клх Таганрог,Таиланд,111465,72b7a962-ab6e-4c2a-9f23-0a6745820a86,Lead
Загорский трубный завод,Education,kulikova.edu,8 (807) 125-36-58,"алл. Жуковского, д. 83 стр. 22",клх Серебряные Пруды,Новая Зеландия,981592,b7d5628a-51ac-4fcd-9f6b-e1948d681b9f,Inactive
Муравьева Инкорпорэйтед,Retail,oao.ru,+7 494 787 8937,"ул. Слободская, д. 3/8 к. 748",д. Клин,Австрия,639508,708540db-cee3-488f-80bb-97f5c8f8398d,Customer
РАО «Дорофеева-Дорофеева»,Manufacturing,gala-form.com,+7 (103) 432-03-30,"алл. Сосновая, д. 730 стр. 8","с. Москва, МГУ",Таиланд,161241,c0977aac-d17e-4668-acb6-cd1ab8c11d86,Prospect
АО «Соколов Петухова»,Construction,ugletrans.org,+7 205 887 7678,"алл. Запорожская, д. 70 к. 748",д. Шуя,Парагвай,319071,beaac9f3-c7b5-4bf2-8a18-3b90a9158832,Lead
АО «Пестов Козлова»,Construction,zao.edu,+74792729070,"ул. Большевистская, д. 1",ст. Югорск,Тунис,262650,f622c151-1031-41fd-989a-344b0e64ff3f,Inactive
ЗАО «Рыбакова Зиновьев»,Education,rao.com,+7 (479) 878-39-14,"ш. Леонова, д. 758 стр. 2/1",к. Оха,Монголия,861138,0661f109-4c3a-416e-b38c-b91c65b2d443,Lead
"ИП «Силина, Вишняков и Веселова»",Construction,rao.com,8 (610) 414-98-33,"алл. Крупской, д. 3/6 стр. 6",клх Чебоксары,Центральноафриканская Республика,090413,fd5e1d61-6c5c-4d3b-b5ad-90e62f9f592f,Lead
"НПО «Аксенов, Карпова и Лаврентьева»",Retail,ooo.com,8 (106) 134-74-26,"наб. Космодемьянской, д. 8/6",ст. Лянтор,Андорра,302216,74d855d3-29f4-4ed0-a934-fd5f5bbd6065,Inactive
Кимберли-Кларк (Kimberly-Clark),Finance,ooo.edu,+7 910 142 72 83,"пр. Коллективный, д. 106 к. 457",г. Ивдель,Йемен,031290,7214798a-d303-4f0f-a28e-5a6ab8b243a7,Lead
"ИП «Ковалева, Федоров и Яковлева»",Retail,glorija.edu,+7 320 633 18 03,"ул. Озерная, д. 1/6 к. 1",с. Кулунда,Гана,393051,3c0b0647-3350-4c9f-8d68-4ed5dacc805f,Inactive
"ОАО «Михайлова, Орлова и Полякова»",Healthcare,nestle.ru,+7 108 219 15 78,"пер. Дальневосточный, д. 58",с. Петропавловск-Камчатский,Джибути,586857,c49c6c5d-473f-47da-a99d-5fca24df7495,Inactive
"ООО «Мартынов, Никифорова и Чернова»",Retail,oao.com,8 (793) 172-4070,"бул. Крупской, д. 3/4",ст. Каргасок,Иордания,479743,90ea4d6b-8cdc-4438-b76c-4dc358b81977,Active
СБСВ-Ключавто,Construction,td.net,+7 141 820 84 57,"пр. Мусы Джалиля, д. 1/7 стр. 9/5",с. Баргузин,Гаити,249818,109c74dd-ad3b-482d-a095-f02e6389da6b,Active
ОАО «Воробьева Веселова»,Education,potapova.edu,85394061782,"ш. Толстого, д. 55",клх Елатьма,Бруней,045388,1036e75a-fc64-4c93-8262-2839b072eb7b,Lead
ЗАО «Крюкова Гордеев»,Manufacturing,obedinennaja.com,+74778810068,"пер. Инженерный, д. 9/5",с. Оленегорск (Якут.),Шри-Ланка,986165,c2a8dafe-0172-474a-b4be-7eefcde715e0,Customer
РАО «Русакова»,IT,ao.edu,8 (449) 676-3637,"наб. Докучаева, д. 5",к. Токма,Багамские Острова,416042,f24c412f-a8df-438f-b920-d73c8ecac4bf,Lead
Кириллов Групп,Construction,rossiskaja.info,+7 103 533 74 21,"ул. Рябиновая, д. 8/4",клх Калининград,Болгария,367291,c1c4a280-66c0-4f80-aaac-b20640eaa009,Active
ИП «Гурьев-Федоров»,Healthcare,rao.org,+7 (181) 940-52-29,"наб. Маяковского, д. 521 стр. 314",клх Шали,Чили,600056,88d1f594-f151-416f-aa72-57f8532092c3,Customer
"ИП «Дьячкова, Маслов и Романова»",Healthcare,rostselmash.net,83519524893,"ш. Пугачева, д. 8",клх Онега,Саудовская Аравия,213825,3a30c6e2-4c53-4792-9104-bdd22c7d4fa7,Customer
Сорокина Лимитед,Construction,rao.org,8 659 555 4312,"пр. Специалистов, д. 69 к. 607",к. Беломорск,Сан-Томе и Принсипи,830601,320900ee-3d0f-443d-85da-580b0f8100c3,Inactive
Титан,Construction,rao.org,+7 909 548 41 70,"ул. Торговая, д. 7/8 к. 950",клх Нефтекамск,Венесуэла,373192,69d08ae6-f678-464e-b64a-4dd32e92aac4,Inactive
Монетка,Education,ip.ru,8 (516) 591-08-83,"пер. Декабристов, д. 3/6",ст. Южноуральск,Норвегия,399569,879ba248-8c93-4286-a041-61fbcb231654,Active
РАО «Филиппов-Тимофеева»,Retail,zao.org,8 235 646 61 63,"ул. Магистральная, д. 27",к. Всеволожск,Канада,314280,193d99d0-660a-450d-8204-0334ff4e1f95,Inactive
Несте Санкт-Петербург (Neste),IT,npo.info,8 611 899 6172,"бул. Фадеева, д. 686 стр. 7",к. Магас,Канада,625477,c25087bf-6595-4e8c-a401-dd2118c0036e,Lead
НПО «Беспалов-Жукова»,Manufacturing,nipi.net,8 588 525 3963,"наб. Ильича, д. 7/6 к. 40",п. Каменномостский,Словакия,065543,43f1b543-0bee-4c9e-88a3-a4138249941c,Prospect
"РАО «Мясников, Никонов и Мамонтов»",Manufacturing,zao.org,8 444 339 0251,"алл. Добролюбова, д. 758 стр. 231",к. Переславль-Залесский,Того,855636,f34b7a2e-1f65-4e1a-8a6a-ba9fcc32ebb4,Inactive
Пестова и партнеры,Finance,ip.org,+7 661 095 05 87,"наб. Смирнова, д. 8 к. 39",к. Змеиногорск,Вануату,417453,eb0a1c2e-42c7-4639-8210-0e3ba0085334,Active
Автозаправочные комплексы Atan,Manufacturing,oao.org,81174967292,"бул. 50 лет Победы, д. 38",ст. Шатки,Мадагаскар,463545,10505958-3308-42f4-9fcb-fbcfade93543,Customer
Fix Price,Finance,ooo.org,+7 (981) 541-4305,"наб. Фестивальная, д. 296 к. 2",п. Махачкала,Антигуа и Барбуда,934508,21d6663a-bec2-40fe-98b4-64865779efaf,Active
НПО «Игнатов Лапина»,Education,efimov.net,+7 (132) 832-7413,"алл. Радищева, д. 924",с. Муравленко,Норвегия,497935,74d855d3-29f4-4ed0-a934-fd5f5bbd6065,Lead
ИП «Орехов»,Manufacturing,npo.org,+7 247 952 34 19,"ш. Кооперативное, д. 3 к. 8/4",ст. Новгород Великий,Дания,675743,9e55e30c-cdf7-4f1e-a762-636e3f7defd4,Customer
ООО «Агафонова Кулакова»,Manufacturing,rao.edu,8 (324) 136-0279,"бул. Стахановский, д. 3",клх Тобольск,Мали,754777,10505958-3308-42f4-9fcb-fbcfade93543,Lead
ИП «Третьяков Алексеева»,Education,oao.ru,+7 410 490 6660,"ш. Загородное, д. 4/2 стр. 645",ст. Апшеронск,Малайзия,951630,857c0439-cdcb-43ae-bebc-63da5566063e,Customer
Колобов Лтд,IT,zao.edu,+7 (316) 606-2554,"ш. Коммуны, д. 207 стр. 354",п. Красноселькуп,Грузия,961467,93e66f75-0414-4a9d-9f0f-30430164cd9f,Active
ЗАО «Власова-Молчанов»,Education,rao.org,8 (056) 304-6962,"алл. Ленинградская, д. 61 стр. 583",д. Яхрома,Гондурас,607456,d2b5683e-01be-4bae-8dbf-6c5d2f811a2d,Prospect
ЗАО «Мухин Борисов»,Education,rao.org,8 275 038 8325,"ш. Прохладное, д. 8/9 стр. 4/1",г. Новомосковск,Доминика,277784,cdc1faf6-b8a7-42d2-a480-3094d452cee0,Lead
ЗАО «Фомичева Красильникова»,Retail,ao.info,8 325 577 2091,"пер. Лермонтова, д. 17 стр. 2",д. Архыз,Бутан,726455,57a5d484-0936-44cb-80bc-3f2dfc84dd76,Prospect
ГК Агро-Белогорье,Manufacturing,lavrentev.org,+7 (772) 541-6194,"ул. Майская, д. 401 стр. 9",к. Плес,Марокко,259168,48daa028-9058-4afd-9cce-00de30e7a04e,Active
ООО «Шарова Виноградова»,Retail,tatenergosbit.org,+7 181 965 9598,"наб. Механизаторов, д. 2",клх Баргузин,Соломоновы Острова,595924,2dbf5fda-e7ea-49be-8ce3-84144e6f6d22,Inactive
Балтийская топливная компания,Finance,sahalin.ru,+7 (105) 503-7821,"наб. Кольцевая, д. 326",с. Цимлянск,Кения,808063,a2471a3c-c660-4857-98a0-71c519b11f16,Lead
ИП «Козлова-Щербакова»,Construction,ip.net,+7 (840) 492-90-33,"пр. Дачный, д. 99 стр. 797",г. Алексин,Кипр,262416,c25087bf-6595-4e8c-a401-dd2118c0036e,Lead
"ООО «Пономарева, Кузьмина и Князева»",IT,ao.edu,+7 (779) 564-4613,"пер. Производственный, д. 5/6 стр. 8",п. Новокузнецк,Багамские Острова,671650,da3a4c77-80be-4a3f-9591-d758d3ea73a7,Inactive
Ланит,Education,voronova.com,8 618 338 43 76,"наб. Кузнецова, д. 72 стр. 3/2",к. Льгов,Демократическая Республика Конго,068976,3f48e424-424c-4fc2-a065-4672682c5731,Inactive
НПО «Селиверстов Сидорова»,Manufacturing,rao.net,+7 (105) 701-9554,"ш. Молодежное, д. 4 стр. 4/6",к. Салехард,ОАЭ,781646,78e948a1-ce8b-4baa-a77e-466f13c9fb8d,Lead
РАО «Дмитриев»,Finance,er-telekom.edu,+70329786345,"наб. Ленская, д. 223 к. 204",клх Прохладный,Гвинея-Бисау,277471,b30704a1-84bc-4f47-bd27-d41d3574c707,Prospect
Гуляев Инкорпорэйтед,Construction,metallokomplekt-m.ru,8 (326) 308-0006,"алл. Заречная, д. 1/9",г. Чегем,Молдавия,440667,ab27c7c3-a225-4979-8ceb-d789e4c37f85,Lead
"НПО «Емельянов, Воробьев и Щукин»",Healthcare,isaeva.net,8 (212) 427-20-92,"бул. Рябиновый, д. 7/2 стр. 9/3",к. Териберка,Шри-Ланка,627039,eb5d9d31-f7e8-4a6a-becd-5fd59a38cc21,Active
ВымпелКом,Retail,gk.net,87625711074,"бул. Черноморский, д. 1",клх Нерчинск,Финляндия,382045,8e288137-96f5-4b75-aca7-cf7e34354795,Active
ООО «Самойлов Нестеров»,Construction,rao.edu,8 495 877 8504,"пер. Рязанский, д. 544 к. 6/7",д. Нерчинск,Исландия,142950,8b6f1728-dedc-426e-ac0e-bb367b572747,Active
РАО «Гаврилов-Герасимова»,Retail,ao.net,+7 (734) 191-34-69,"бул. Шмидта, д. 5 к. 319",п. Ельня,Украина,157209,f6316249-0bde-44d1-bd95-e66472f9d0af,Prospect
"АО «Кузнецова, Овчинникова и Калинина»",Healthcare,ao.org,+7 (607) 925-33-97,"ш. Геологическое, д. 8 к. 46",г. Одинцово,Гана,458483,013d54fb-9e60-42fa-92e0-40fb00552f76,Lead
Беркс,IT,gazprombank.info,8 (783) 207-4321,"пр. Гастелло, д. 602",клх Гаврилов-Ям,Чад,458904,ddf39f97-b518-4bb7-92f9-ccdb04104ff0,Lead
ОАО «Воронова Исаева»,Retail,tgk-16.biz,+7 (687) 155-5433,"наб. Пирогова, д. 4 к. 8/6",д. Учалы,Того,399911,f92fe856-fa71-4ddb-a2df-e70f16aaa7f9,Prospect
"ЗАО «Павлова, Анисимова и Филатов»",IT,rao.edu,+7 (809) 394-7503,"наб. Космонавтов, д. 275 к. 2",п. Усть-Катав,Непал,015151,dc679e93-ec46-4585-874b-44fc65d37d52,Prospect
Авиакомпания Икар,Healthcare,ip.com,+7 (822) 008-21-37,"алл. Ростовская, д. 564 стр. 1/7",к. Тобольск,Уругвай,169051,0ecf78fc-1300-439a-954f-b50f9dd0924d,Prospect
"РАО «Фомичев, Соболев и Федотов»",Education,ao.ru,+7 (260) 977-8054,"бул. Ватутина, д. 761 стр. 5",с. Усть-Баргузин,Афганистан,750991,7fb099c4-687d-478a-babb-6c21b4c42ab9,Active
АО «Михайлова»,IT,vinogradova.net,8 (299) 263-23-66,"алл. Репина, д. 7/4",с. Улан-Удэ,Норвегия,207583,eb54d36c-fb16-4983-b645-4ba9610e2b16,Lead
"НПО «Самойлов, Максимов и Колесникова»",IT,pepsiko.org,+76654694480,"ул. Шаумяна, д. 831 к. 759",д. Луга,Центральноафриканская Республика,350700,7fb099c4-687d-478a-babb-6c21b4c42ab9,Active
"НПО «Шарапова, Михеев и Буров»",IT,voronova.com,+71372381658,"алл. Космонавтов, д. 99 стр. 189",ст. Добрянка,Андорра,228688,566fac21-eab2-4c7c-aa54-3cb307c54c35,Inactive
РАО «Сысоева Фомичев»,Manufacturing,zao.ru,85568176975,"бул. Крестьянский, д. 79 к. 271",п. Таштагол,Таиланд,658490,d3d86e8a-3247-4320-a5c1-d1dc5cfbd2c6,Active
ЗАО «Шарапова Маслова»,Construction,oao.info,8 528 311 3814,"бул. Прохладный, д. 831 к. 5",д. Костомукша,Азербайджан,501019,e25d1091-f4a0-4fc5-a627-53b1109b8f37,Inactive
ЗАО «Куликова Меркушев»,IT,npo.info,8 356 365 2760,"наб. Овражная, д. 82 к. 403",г. Котельнич,Доминика,370875,b8020fb1-3be3-4601-9509-8fdab4aae689,Prospect
"ОАО «Кулагина, Савельев и Волкова»",Construction,rao.info,8 970 757 98 50,"алл. Автомобилистов, д. 7 к. 9",г. Ишим,Бахрейн,964780,78ddafaa-4dab-47d6-b6ff-4f0b2a07c25f,Active
Русакова и партнеры,Finance,oao.ru,8 (836) 042-78-07,"пер. Некрасова, д. 9 стр. 16",к. Снежногорск (Мурм.),Филиппины,547439,a7996f38-2d20-4610-86a3-e00300d58fb1,Lead
ООО «Сафонова»,Education,ooo.ru,8 958 835 9057,"ул. Стахановская, д. 95 стр. 5/2",г. Серпухов,Мозамбик,448423,a04d0d35-fe40-4330-a026-7d7e472de5fd,Inactive
ЗАО «Титов»,Manufacturing,ip.com,8 (471) 900-0128,"алл. Брянская, д. 1/2 стр. 990",ст. Архыз,Бурунди,174753,80de58db-14f3-46b0-af58-6ef890600381,Prospect
БСС,IT,ao.edu,+7 (620) 203-1320,"пер. Заводской, д. 73",клх Лагань,Гвинея,409420,dadb0043-96bc-47b5-a89c-c55a0524c7e4,Active
РАО «Кудряшова-Колесникова»,Education,gk.info,+7 752 686 1704,"ул. Угольная, д. 2 стр. 147",п. Новосибирск,Республика Конго,045057,653d6713-8f38-4a18-ad70-d592d4b94dd7,Lead
АО «Горбачева Куликова»,IT,es.edu,8 812 714 88 22,"алл. Астраханская, д. 5/7 к. 4",с. Морозовск,Австралия,058717,8b6f1728-dedc-426e-ac0e-bb367b572747,Inactive
ЗАО «Агафонова»,Construction,ao.ru,8 (272) 876-8428,"пер. Шоссейный, д. 5 к. 7/2",ст. Элиста,Йемен,210854,67dbcca9-5567-4ae7-a05b-72686b4dfc54,Inactive
"АО «Горшков, Гусев и Сергеева»",Finance,ooo.edu,8 215 359 95 88,"бул. Водопроводный, д. 7/9 стр. 585",п. Витим,Катар,450409,88fb6cea-d819-48c7-8ed1-90926e570cda,Active
ЗАО «Киселев»,Construction,ip.org,+7 871 239 06 25,"пер. Карла Маркса, д. 5 к. 15",п. Приморско-Ахтарск,Малави,942068,bd993491-3274-42be-9d3e-2646b8bf752b,Lead
ЗАО «Кулагин»,Education,oao.ru,87302465350,"наб. Отрадная, д. 739 стр. 94",к. Видное,Швейцария,515997,67c8bc9d-03dd-4815-9701-021f4f3cf13f,Prospect
Мосинжпроект,Healthcare,oao.org,8 803 315 41 07,"пр. Лазо, д. 96",г. Златоуст,Восточный Тимор,363217,0a344699-6e1e-45f7-a925-f748a8fd39ef,Lead
Русэнергосбыт,Finance,pavlova.org,+7 (355) 991-88-55,"ш. Курчатова, д. 7/5 стр. 380",д. Архангельск,Сент-Люсия,014381,ca44ac27-48af-450c-af9a-00ba0adb27bc,Inactive
"ЗАО «Пахомов, Галкина и Фокин»",Finance,volkova.info,80290002987,"ш. Титова, д. 9",ст. Сергиев Посад,Гана,834083,2f27be51-545a-4371-80ed-5a5948256b26,Lead
АО «Савин-Авдеева»,Healthcare,ao.ru,8 767 679 7027,"пер. Привокзальный, д. 9/7",с. Новокузнецк,Болгария,927681,e65ffab7-21fc-4fd9-90f8-71052d07609b,Lead
Николаев Лимитед,Construction,ip.ru,8 (767) 473-30-31,"ш. Большевистское, д. 411",ст. Дзержинск,Эстония,569087,12f7ff06-a453-43fc-9110-ce3278745322,Customer
Хенкель Рус (Henkel),IT,zao.org,8 (446) 211-7791,"наб. Фрунзе, д. 49 стр. 3",с. Байкальск,Мальта,521956,75a03d13-0d38-4042-8cc4-c58a44deceb4,Prospect
ЗАО «Горшков-Шаров»,Construction,ao.biz,8 (464) 109-79-40,"пер. Кольцова, д. 636",к. Горячий Ключ,ОАЭ,919196,92fa157a-0f66-467a-9e88-bb84c26e0dd7,Active
ЗАО «Титова»,IT,zao.info,8 (083) 798-19-14,"пер. Л.Толстого, д. 1/2",клх Верхний Уфалей,Гватемала,378367,0c3ae427-ca45-42b5-b21f-047567654d05,Inactive
Борисова и партнеры,Construction,samsonova.org,8 (445) 008-44-71,"ул. Беляева, д. 6",ст. Железногорск(Курск.),Сирия,923737,b098998e-6df3-4ef7-a64b-e6e0b1e2071b,Inactive
"НПО «Александров, Князев и Вишняков»",Manufacturing,ooo.org,8 (366) 201-9928,"бул. Торговый, д. 565 стр. 3",г. Нарьян-Мар,Шри-Ланка,324534,f31ba81a-2cdb-478a-a2a9-4959f5c77d82,Customer
"ЗАО «Владимиров, Белозеров и Титова»",Manufacturing,tretjakov.com,+7 (798) 191-1040,"пер. 9 мая, д. 9 стр. 2",ст. Бирск,Венгрия,710053,14d13e08-c183-41ae-a224-30ed6d0af691,Lead
ИП «Селиверстов»,Manufacturing,ip.edu,+7 250 891 60 73,"бул. Тракторный, д. 4/4 стр. 4",п. Яхрома,Соломоновы Острова,329113,566fac21-eab2-4c7c-aa54-3cb307c54c35,Prospect
Банковский холдинг Альфа-банка,Construction,npo.org,+7 001 115 5932,"бул. Павлова, д. 823 к. 3/6",п. Северодвинск,Марокко,028740,625a0ce0-8b27-4caf-b4b5-4c4235f16d8f,Lead
АО «Горбунов Казаков»,Finance,ip.biz,+7 (439) 993-5040,"алл. Заозерная, д. 5/2 стр. 546",с. Каневская,Ирак,737140,616b4cc9-6c1d-41ce-b11c-a4794705582c,Active
НПО «Князева Емельянов»,Healthcare,romanov.org,8 373 326 1459,"наб. Весенняя, д. 8 к. 31",клх Белорецк,Ирландия,798891,1b17d276-6c1a-4565-b5bd-144251dfcf9a,Prospect
Федорова Инк,Finance,npo.net,8 214 371 11 07,"пр. Лунный, д. 87 к. 2",к. Красногорск (Моск.),Ирландия,418068,f31ba81a-2cdb-478a-a2a9-4959f5c77d82,Active
"НПО «Самсонова, Шубин и Блохина»",Retail,ip.info,8 899 588 35 36,"ул. Рабочая, д. 2 к. 8",с. Кабанск,Франция,349816,bb255f75-c30d-4ba1-9c76-0cdcd5a98e4f,Active
"АО «Зайцев, Тарасова и Беспалов»",Retail,npo.ru,84857940701,"алл. Машиностроителей, д. 637 стр. 1/1",клх Томари,Израиль,757091,326d724c-c490-4c2a-a994-432557849dfc,Inactive
Громов Инк,Education,grigorev.com,8 692 674 72 39,"ш. Ключевое, д. 61 к. 4",к. Обоянь,Самоа,450064,28226794-02e6-48e4-b89d-544c0be18612,Customer
ГК Агропромкомплектация,Retail,zao.biz,+75817037899,"ш. Вахитова, д. 1 стр. 5/2",с. Шумиха,Вануату,709958,439dd350-f47e-4d44-82d5-4117faf6c8dc,Customer
Самойлов Инк,Healthcare,oao.biz,+71217419721,"пер. Кузнечный, д. 9/4 к. 5",п. Новороссийск,Филиппины,979056,f09a89c8-dd70-4f41-be24-4af615bb4a7b,Prospect
ООО «Артемьев Гуляева»,Finance,oao.com,+7 782 428 5703,"ул. Кавказская, д. 87 стр. 533",г. Брянск,Венгрия,131578,fee96a9c-0dc1-4aff-8d53-8c46fd72ad13,Active
АО «Гусев»,Education,rao.net,+7 502 370 78 63,"алл. Речная, д. 219 стр. 98",п. Кирово-Чепецк,Австрия,490356,2f27be51-545a-4371-80ed-5a5948256b26,Lead
Гугл (Google),Education,mon.biz,82293335844,"ул. Стахановская, д. 9/5 стр. 6",с. Майкоп,Сирия,737492,a2872f19-98ac-4935-b757-8db0c2e27d35,Prospect
ООО «Громов»,Education,ooo.info,+7 (428) 433-0038,"ул. Машиностроителей, д. 607 стр. 6",клх Игарка,Швеция,343968,1036e75a-fc64-4c93-8262-2839b072eb7b,Inactive
РАО «Носков»,Healthcare,kornilova.com,+77153216174,"ул. Колхозная, д. 8 стр. 28",к. Аргаяш,Мексика,778610,98e83c03-4dbc-45c7-88fb-59a42d3a6430,Active
Трубная грузовая компания,Construction,ip.info,8 (002) 710-8848,"ул. Мелиоративная, д. 26 стр. 62",к. Кирово-Чепецк,Коморы,507789,a88fe901-17cb-44c7-b064-8184020b0b68,Active
Авеста Фармацевтика (Baby Dream),Manufacturing,kopilov.edu,8 (088) 752-1083,"ул. Отрадная, д. 2/9",ст. Батайск,Шри-Ланка,455462,3c18de7b-87f0-4f08-be4f-c800dabd710a,Lead
Шашков Инкорпорэйтед,Construction,zao.com,8 177 669 6277,"ш. Таманское, д. 8",к. Тихвин,Гаити,027231,b1163058-cc02-4a51-9e89-5c72d25303e7,Lead
ООО «Виноградова-Третьякова»,Healthcare,ip.info,+7 (038) 184-73-02,"пр. Медицинский, д. 6/2 стр. 7",г. Тында,Хорватия,530801,7c03b22b-9251-45a3-9547-df83b02cee5a,Inactive
ОАО «Смирнов-Веселова»,Education,fg.ru,+7 128 670 7015,"ш. Толбухина, д. 5",г. Шали,Суринам,758130,4ffcb015-170d-4698-b6e2-9a7bb434cfb8,Inactive
Шестакова Инкорпорэйтед,Education,petrov.ru,+75676458023,"пр. Локомотивный, д. 230",д. Кяхта,Сенегал,247968,a88fe901-17cb-44c7-b064-8184020b0b68,Inactive
Остин,IT,ao.ru,+7 (153) 745-81-41,"ул. Минина, д. 3/5 стр. 7",д. Новомичуринск,Таджикистан,372105,bdbfb8e5-f4c1-4859-8066-71792a18d190,Inactive
Катерпиллар Евразия (Caterpillar),IT,marvel.biz,8 320 708 6998,"пр. Бажова, д. 959 стр. 5",п. Новокузнецк,Алжир,530063,226c5e86-0a5f-4179-ad3b-dd23bbd856e1,Prospect
ОАО «Попова Симонова»,IT,npo.info,88878974786,"алл. Кочубея, д. 44 к. 3",клх Невьянск,Бахрейн,462062,5399b3a9-161e-4299-9d0e-aed1cdb9d41b,Active
Велесстрой,Finance,npo.ru,+7 477 677 5452,"алл. Лесхозная, д. 538 стр. 959",к. Онега,Лихтенштейн,859361,3ac13560-f92d-4525-87c5-56ab329c033d,Lead
НПО «Сафонова Ершов»,Education,yuzhuralzoloto.info,+7 807 256 54 73,"бул. Деповский, д. 6/7",к. Невьянск,Венесуэла,786602,7561b1b9-7686-44c4-a825-a8ecc03a8846,Lead
"НПО «Лапина, Орехова и Белозеров»",Finance,ip.info,8 389 346 12 48,"бул. Микрорайон, д. 49 стр. 5/5",д. Уфа,Румыния,101197,5b9adfaa-1160-40fd-af45-1c122ed18ec5,Active
Ягуар ленд ровер,Construction,npo.edu,+7 293 649 9419,"пер. Лазурный, д. 25 стр. 23",г. Терней,Испания,604775,64478cad-dce3-4f35-95ee-1e6fc0b164b4,Customer
РАО «Наумов-Попов»,Retail,muhina.info,+7 (336) 320-0593,"пер. Ватутина, д. 48",клх Кировск (Мурм.),Вануату,535989,dcb64778-3b60-45d5-9f53-006a153d9a8d,Prospect
НПО «Гордеева Петров»,Healthcare,impeksneftehim.net,8 (570) 474-79-16,"ул. Гончарова, д. 7 к. 9/6",к. Алапаевск,Колумбия,915269,ac156875-cde5-4ee2-a28c-52bc91d405d9,Lead
