deal_id,product_id,quantity,price,discount_percentage,total_amount
849,61,99,5817.84,8.04,529658.48
12335,56,35,5358.73,3.49,181009.86
1012,92,40,7561.19,25.63,224930.28
16111,15,94,6779.26,3.77,613226.1
8986,57,60,1109.44,14.82,56701.26
16205,50,60,7724.29,15.78,390323.82
14367,88,12,8097.71,7.61,89777.69
16148,11,70,2612.79,13.51,158186.14
8943,82,76,3021.64,18.13,188010.07
4600,60,83,4277.19,0.84,352024.71
13170,8,75,7303.26,7.63,505951.59
18051,100,27,491.3,10.66,11851.04
16647,100,60,3859.22,5.15,219628.21
13233,84,59,6408.71,11.35,335197.96
17436,57,33,1390.87,8.85,41836.67
7881,55,83,274.51,23.18,17502.92
17421,56,14,3955.03,19.13,44778.06
179,51,7,5380.57,7.84,34711.13
6111,66,52,6344.21,25.48,245840.68
6951,46,80,1974.72,23.33,121121.43
15721,49,90,4877.8,9.45,397516.31
5349,29,94,4016.53,24.83,283807.21
5083,18,35,4239.09,1.32,146409.69
19863,1,46,763.26,8.12,32259.03
16669,13,66,2589.41,2.62,166423.45
15598,92,46,4592.6,20.56,167824.63
11676,49,6,4763.98,0.22,28521.0
3440,65,100,6673.32,14.06,573505.12
5645,11,77,2998.42,10.83,205874.22
530,40,34,2126.43,17.31,59783.73
5966,6,32,4457.47,21.22,112371.04
3979,96,8,1990.61,11.27,14130.15
11644,98,58,2299.13,12.34,116894.21
5614,69,6,3757.81,9.04,20508.62
19899,19,48,3437.59,22.12,128505.36
13705,8,28,1641.4,10.28,41234.59
7880,66,20,5057.75,16.71,84252.0
13022,51,90,4728.57,12.18,373736.72
5854,77,70,5974.1,7.91,385108.41
9597,75,25,9670.97,6.31,226518.29
2350,76,92,8519.13,5.56,740182.91
5361,60,20,3290.5,23.8,50147.22
370,2,32,8282.62,6.11,248849.66
5205,26,73,546.84,4.59,38087.02
7602,93,28,125.06,20.71,2776.48
6606,65,17,140.58,23.09,1838.04
10193,15,63,6204.79,5.41,369753.98
4306,27,89,3212.41,10.85,254883.85
12908,83,37,1612.68,2.38,58249.03
15610,71,79,1550.47,5.34,115946.32
2024,65,87,4990.49,15.87,365269.43
5287,24,100,2218.89,14.39,189959.17
8298,74,40,4856.22,3.1,188227.09
18210,3,30,7956.64,1.78,234450.35
10049,6,4,3883.96,13.93,13371.7
225,53,56,7489.19,29.98,293660.13
5215,43,14,4437.2,17.37,51330.42
18462,31,41,5193.28,25.54,158543.57
16716,77,30,8945.3,0.45,267151.38
10178,88,85,7981.04,0.66,673911.04
8479,41,57,6164.41,22.05,273893.98
7102,72,96,8466.07,25.54,605168.23
16546,35,22,3565.16,17.29,64872.36
5177,42,96,6225.31,12.37,523702.96
13594,9,84,1568.72,3.11,127674.36
1433,85,87,2330.27,11.38,179662.42
8093,41,33,3992.54,1.61,129632.58
9986,27,89,9599.28,9.7,771465.34
10738,40,74,3550.3,18.92,213015.16
6078,17,5,4574.7,24.09,17363.27
6469,56,3,1040.74,5.57,2948.31
17776,56,100,978.04,23.03,75279.74
13841,28,34,4259.11,4.26,138640.85
15056,29,15,1084.75,18.86,13202.49
857,94,35,734.99,7.89,23694.98
7013,1,35,8479.98,13.92,255484.84
7926,18,6,2172.75,9.78,11761.53
8449,56,42,9953.65,13.85,360152.92
18773,51,27,4241.9,13.59,98966.5
13796,50,87,3578.93,9.13,282939.11
4378,10,19,1745.78,3.46,32022.14
13598,28,51,2714.28,1.2,136767.14
18990,60,26,7930.05,28.54,147337.16
10514,95,57,792.94,11.79,39868.79
4792,43,80,591.13,8.13,43445.69
18706,79,16,1196.14,20.74,15168.97
871,30,34,5759.9,18.92,158784.32
8781,46,23,699.7,10.33,14430.68
9185,23,79,174.24,20.77,10905.98
17480,21,93,7295.88,29.53,478150.82
17576,18,97,6174.25,18.58,487626.21
19811,66,47,247.68,27.47,8443.19
18820,85,95,6134.69,10.27,522942.45
1223,15,40,3739.31,9.17,135856.61
8790,79,4,8682.16,16.09,29140.8
8107,50,42,9406.36,5.8,372153.23
2927,92,74,5245.0,24.65,292455.96
7065,35,16,6250.48,22.05,77955.99
174,57,84,1270.02,28.2,76597.45
8456,94,75,315.42,21.21,18638.96
2123,81,80,9024.55,20.8,571795.49
15922,72,17,349.51,0.33,5922.06
7419,57,100,1051.65,20.44,83669.27
2277,32,53,8017.98,5.66,400900.6
9279,39,33,8279.6,7.62,252406.92
10044,58,92,861.59,8.37,72631.69
8398,86,40,7526.99,6.33,282021.26
3085,51,20,8945.93,12.06,157341.02
2613,66,88,8116.53,13.87,615187.52
8898,18,88,5927.62,25.89,386580.41
7961,68,16,1203.83,9.84,17365.97
18068,82,19,7432.45,12.33,123804.55
9280,66,82,1983.39,22.71,125702.89
18717,37,88,159.27,6.68,13079.51
7254,57,79,2323.84,14.48,157000.49
8301,64,82,3701.78,1.91,297748.23
15576,41,84,3528.43,29.88,207827.35
4709,62,3,4918.44,11.62,13040.75
13386,16,77,3531.55,18.56,221459.26
4490,80,78,9687.03,25.18,565331.2
4423,90,27,4923.08,6.57,124190.11
19564,64,25,4164.67,2.64,101368.07
16707,29,64,9586.07,29.48,432646.18
1681,14,73,3467.41,25.05,189714.14
14057,4,69,9375.65,21.58,507314.55
15515,26,52,813.51,14.7,36084.05
14969,68,55,6922.08,17.36,314622.38
16181,6,20,2670.59,1.94,52375.61
9920,95,26,6108.21,2.88,154239.63
16272,15,33,9540.85,27.26,229020.47
2556,27,67,3108.75,21.15,164233.71
19959,26,98,7574.22,4.53,708648.57
8495,95,3,9241.75,0.08,27703.07
9727,82,35,9949.45,10.45,311840.64
6728,82,15,1982.31,5.73,28030.85
11263,59,51,8493.87,3.56,417765.9
19361,14,51,6197.87,22.95,243548.4
10437,81,22,6727.19,5.28,140183.88
12086,95,82,532.5,12.31,38289.84
16259,54,81,6136.63,6.68,463862.95
11004,59,67,6798.7,15.47,385045.05
11791,38,76,4157.37,21.44,248218.27
14051,64,86,6822.74,16.33,490938.44
8177,2,42,9811.44,1.74,404910.28
19727,56,47,1854.44,11.94,76751.93
13148,8,31,7754.83,19.73,192968.86
12422,19,32,2896.92,9.64,83765.02
1516,19,68,6585.9,24.43,338433.59
15055,16,83,6240.7,29.07,367401.87
19800,71,70,8394.52,0.98,581857.76
10196,36,96,1467.19,20.13,112497.09
4296,72,54,8138.2,19.26,354822.26
19640,54,39,8889.06,29.21,245410.06
18075,72,55,5306.52,14.08,250764.91
5792,46,46,8852.59,1.64,400540.75
4943,26,38,4106.79,25.54,116200.8
9631,45,97,8624.79,19.76,671291.56
15096,5,33,2286.44,3.46,72841.86
11051,68,48,4534.8,16.02,182799.6
17325,80,97,4275.01,20.01,331699.31
11892,67,3,4206.93,8.94,11492.49
288,21,65,3103.01,8.53,184491.01
6993,82,36,5945.82,17.84,175863.09
8639,44,45,1314.31,5.56,55855.55
3141,1,62,4841.65,26.36,221054.25
18886,65,77,3200.39,6.27,230978.87
10405,57,61,9621.68,9.46,531399.61
12198,50,81,9446.29,2.2,748316.2
9834,51,60,5964.23,1.39,352879.63
17523,4,31,2968.68,28.38,65911.23
7317,4,68,2774.99,18.06,154620.22
12452,22,83,9452.91,4.44,749755.67
12346,58,81,6661.7,21.82,421857.48
11383,58,69,6329.89,7.95,402039.8
1275,24,26,3967.14,15.59,87065.23
16806,70,72,4792.35,7.97,317548.78
5177,96,55,4610.65,27.9,182835.33
8885,63,95,175.42,12.38,14601.79
17344,59,82,9100.05,19.59,600022.72
10488,93,89,6576.34,28.76,416963.63
14427,58,15,6601.88,26.98,72310.39
3169,84,80,8947.99,19.33,577467.48
16877,64,39,1469.73,12.56,50120.14
18688,93,38,8736.65,27.5,240694.71
3165,89,10,1441.05,7.02,13398.88
3864,66,16,2147.8,25.31,25667.07
7733,81,39,5664.53,22.48,171254.6
661,3,98,8280.16,2.77,788978.36
12752,19,26,737.64,29.81,13461.49
3878,48,37,3909.27,24.06,109841.89
13257,56,78,7871.29,4.62,585595.64
9506,96,5,8840.27,11.93,38928.13
678,83,93,8274.94,4.6,734169.23
12008,78,44,1924.82,10.58,75731.66
3428,20,53,7415.13,16.2,329335.58
141,30,75,2158.44,10.31,145192.86
14345,37,6,9694.33,12.88,50674.2
18126,10,41,7097.46,13.1,252875.4
16260,64,63,9561.23,12.55,526761.63
9861,94,51,7406.94,25.74,280520.08
192,84,88,636.43,17.86,46003.2
10539,57,30,5970.11,26.42,131784.21
7492,97,61,5592.87,7.25,316430.6
18828,93,87,5920.54,28.38,368905.3
9955,16,46,1334.44,20.81,48610.18
12298,57,73,1594.28,26.67,85343.24
6268,2,83,4641.31,21.69,301672.62
1844,95,76,3610.1,19.1,221963.39
19241,75,1,5110.77,12.68,4462.72
5561,56,97,3532.44,13.3,297074.67
8512,34,17,116.16,22.31,1534.16
13648,50,44,7992.95,29.11,249312.9
17911,2,11,1146.06,24.54,9512.99
16659,44,49,8901.93,10.9,388649.36
4783,93,19,9344.59,6.64,165758.08
3629,82,97,4753.68,17.05,382488.22
3448,20,63,7476.28,5.26,446230.74
9722,44,88,1694.92,13.64,128808.5
15892,43,29,6794.45,10.76,175837.65
12613,77,38,4136.31,16.59,131103.65
13336,20,45,7433.61,1.37,329929.63
18322,30,3,3876.71,20.88,9201.76
7335,95,55,366.4,8.77,18384.67
4508,3,10,3514.76,6.04,33024.68
18094,33,53,4053.18,18.36,175377.86
17221,16,98,5927.95,27.06,423736.98
6440,76,62,4476.97,18.61,225915.96
5082,87,18,2688.68,19.57,38925.1
8492,5,39,2966.13,25.36,86342.86
5282,10,49,6519.11,4.86,303911.78
17300,81,31,8415.06,20.55,207258.72
9596,31,87,6827.6,13.36,514642.64
6641,66,61,4988.33,5.76,286761.13
16897,32,83,1090.61,14.88,77051.16
11459,52,27,3145.33,11.6,75072.74
15892,8,47,7523.95,0.35,352387.96
1332,4,7,8665.45,8.2,55684.18
4356,99,42,1654.58,5.39,65746.72
5723,17,24,9781.79,1.13,232110.14
745,95,33,6105.53,29.15,142750.34
1860,21,38,5118.71,3.07,188539.49
15180,78,8,5714.98,13.33,39625.39
13958,78,62,8196.62,20.22,405434.33
1798,96,90,4818.2,4.31,414948.2
5685,99,35,4346.24,25.47,113373.84
6644,87,15,7779.83,28.18,83812.11
13007,80,19,4171.49,28.72,56495.32
6023,39,69,3605.29,15.73,209634.27
13229,35,27,6710.41,16.17,151884.09
17487,29,16,7373.01,15.68,99470.75
6735,26,39,4693.84,25.56,136269.69
9386,89,34,4402.43,27.48,108549.84
15587,100,17,2839.41,6.54,45113.11
10652,61,20,1541.37,17.65,25386.36
11527,69,97,6448.18,15.24,530151.3
2783,100,30,5455.2,14.63,139713.13
11481,34,88,9518.02,1.33,826445.87
12024,37,90,6179.99,8.37,509645.24
19443,35,40,7360.89,2.23,287869.69
15022,42,46,4769.62,20.14,175214.85
5626,91,49,4312.26,2.15,206757.77
8033,70,33,7264.27,29.59,168787.49
14675,11,48,3068.19,9.94,132634.17
13252,3,18,3424.27,5.35,58339.29
14776,10,63,2196.62,20.04,110654.29
1791,42,50,6428.36,19.04,260220.01
15642,1,95,2074.02,10.18,176974.05
11170,79,99,8667.46,24.37,648964.8
14335,79,54,6345.06,26.04,253411.54
10960,60,3,7976.25,9.4,21679.45
1172,13,57,5036.89,8.08,263904.83
17411,41,30,8940.8,23.86,204225.75
18183,58,40,8922.41,2.19,349080.37
9037,79,34,4219.42,5.04,136229.88
4233,36,91,2457.51,26.2,165041.46
7353,86,69,7278.56,25.24,375460.15
3957,100,78,7286.74,3.46,548700.27
2714,7,54,2696.16,27.62,105379.95
5375,77,66,7210.65,20.51,378295.22
19427,89,99,2757.22,5.09,259070.87
10584,92,87,6454.55,11.43,497361.16
4960,86,83,1705.68,18.53,115338.25
12337,67,80,1803.67,17.72,118724.77
3938,15,88,7818.68,27.63,497937.33
6371,98,78,7477.34,1.62,573784.15
12644,80,26,6794.91,3.52,170448.96
8714,95,25,5690.36,18.41,116069.12
4371,68,7,8021.25,13.68,48467.6
11335,65,1,6903.62,26.27,5090.04
6096,95,34,581.18,18.48,16108.45
4284,14,51,5907.62,22.51,233468.55
14568,84,65,5287.53,11.34,304715.07
19054,17,71,1475.39,19.93,83875.48
15444,88,42,2934.25,21.68,96520.39
6976,46,31,3609.71,12.12,98338.61
17575,31,98,1609.78,8.61,144175.44
6919,68,16,1054.77,20.01,13499.37
15164,32,2,4004.21,6.64,7476.66
17298,10,7,4371.37,22.19,23809.54
3106,49,8,4579.56,15.52,30950.5
13461,7,83,7032.71,9.76,526744.35
8698,47,44,3196.78,21.08,111007.55
13081,65,11,2681.23,27.52,21376.91
4997,77,86,1871.07,14.7,137257.95
12032,36,61,8778.97,9.31,485660.52
12487,33,53,162.84,4.65,8229.2
6646,13,57,5520.01,11.64,278016.41
9073,45,96,1020.4,9.59,88564.19
9068,63,75,3918.84,12.42,257409.01
15131,97,89,465.78,26.42,30502.16
18610,8,76,6403.07,9.4,440889.79
4096,31,47,1995.98,10.73,83745.13
16247,60,11,9292.79,29.74,71820.26
12696,14,100,1281.04,3.17,124043.1
9242,30,51,6006.49,2.75,297906.89
10771,100,10,3864.56,18.4,31534.81
538,68,31,8906.24,5.13,261929.85
9791,39,11,8603.12,24.79,71174.47
1706,17,3,4711.03,7.03,13139.53
19859,79,24,5931.03,6.35,133305.83
3521,93,81,3236.88,3.2,253797.29
12550,20,10,3341.12,7.22,30998.91
14609,53,13,4225.12,10.5,49159.27
11741,75,12,6459.94,11.04,68961.15
5213,46,11,1010.01,0.28,11079.0
16947,34,72,7557.14,24.7,409717.9
2561,59,13,9461.81,17.73,101195.0
9912,34,63,1267.42,26.33,58823.62
19125,59,39,169.32,11.22,5862.57
8515,62,81,270.64,2.98,21268.57
19280,84,44,1616.16,12.74,62051.49
17115,24,34,1675.95,22.9,43933.35
4255,68,99,3000.18,26.84,217298.24
12703,52,56,7254.56,17.59,334795.04
6369,86,51,2023.48,7.04,95932.38
4623,19,68,8546.04,27.33,422307.69
12088,41,60,703.07,25.3,31511.6
9812,36,99,3349.99,2.22,324286.4
3661,53,65,4866.98,19.18,255677.06
12803,46,68,1167.4,2.56,77350.99
15098,61,11,9041.83,25.5,74097.8
6376,33,86,5075.84,6.51,408104.64
10849,45,16,7040.28,14.33,96502.53
9867,46,95,8753.3,9.55,752149.19
5601,100,9,8884.63,29.66,56245.04
6540,10,94,8792.94,2.96,802070.88
16257,25,81,9982.78,22.98,622787.71
16424,48,88,8430.99,14.5,634347.69
7728,58,75,8869.83,8.72,607228.56
12967,77,27,5679.14,12.3,134476.36
18804,9,42,1018.56,19.01,34647.13
11072,33,81,353.56,14.71,24425.66
5334,89,1,7949.54,25.59,5915.25
12981,93,65,8495.34,20.71,437837.08
9385,93,3,586.45,15.18,1492.28
2418,28,76,9358.36,2.75,691676.39
2885,56,25,7344.58,2.37,179262.84
15472,100,51,1866.73,29.39,67223.0
4991,86,1,6384.62,13.48,5523.97
18059,61,84,293.97,19.59,19856.03
16995,56,28,476.73,15.19,11320.81
8683,55,8,7810.31,22.42,48473.91
19587,9,62,989.49,0.31,61158.2
8022,29,18,8106.49,8.99,132798.9
4628,33,32,2514.03,26.44,59178.25
1583,8,55,3245.05,10.01,160612.13
6177,64,84,7220.35,22.2,471864.31
10401,81,29,317.82,9.8,8313.54
6239,68,31,6158.16,25.85,141554.54
15851,77,61,1022.6,22.46,48368.37
18112,4,99,3616.63,20.61,284253.01
5826,59,59,8946.61,4.76,502724.33
4232,67,13,9842.18,7.79,117981.16
2552,93,32,7073.32,20.06,180941.18
17295,92,51,5342.28,6.79,253956.5
17645,15,34,8368.06,1.36,280644.65
6403,58,5,481.02,11.63,2125.39
13960,20,50,3598.71,2.72,175041.25
16380,14,80,7560.9,7.2,561321.22
4490,75,43,8019.78,28.22,247533.72
6552,94,99,3240.23,11.41,284181.46
6839,1,39,9079.12,12.47,309931.2
6566,80,65,2537.43,16.87,137108.76
10628,3,64,3390.45,27.2,157967.85
19813,20,91,2476.72,22.9,173769.15
18114,60,17,1453.59,7.97,22741.56
4106,22,66,3570.64,2.27,230312.71
2988,83,44,6673.85,5.96,276147.9
16729,41,44,6212.42,15.78,230212.41
9510,64,39,2937.11,16.69,95429.35
4652,45,9,3283.15,7.59,27305.63
3784,14,32,2178.2,23.9,53043.53
14710,95,22,7305.2,3.97,154334.04
2527,4,100,4137.43,13.64,357308.45
10104,14,88,242.34,21.28,16787.76
10461,84,69,7938.7,27.37,397845.57
12980,98,5,9273.5,13.74,39996.61
10442,90,70,3268.26,17.46,188833.53
10646,28,21,822.26,5.09,16388.55
16857,15,60,7815.08,4.04,449961.05
8216,35,23,4923.81,2.78,110099.35
2463,33,41,9311.05,14.99,324528.27
10387,61,76,6348.94,21.5,378777.76
1074,20,27,9718.0,1.6,258187.82
6144,65,30,1406.66,5.03,40077.15
1138,17,69,5370.33,8.42,339352.23
13751,47,16,3795.05,1.74,59664.26
4255,67,7,6924.51,21.11,38239.22
4817,77,10,8724.39,24.33,66017.46
12660,89,61,7896.52,8.83,439154.69
5513,75,70,8048.42,14.61,481078.21
12636,62,93,8999.1,22.15,651539.34
11955,66,18,873.39,8.76,14343.86
8212,46,49,2394.28,26.53,86194.8
6683,88,75,5691.88,15.7,359869.11
10127,18,26,1664.4,20.7,34316.6
810,18,58,6154.9,16.05,299688.24
13918,19,17,4761.07,6.74,75482.96
863,15,73,1756.57,24.1,97326.27
17513,73,88,4797.94,6.72,393845.62
15951,14,87,1933.43,0.67,167081.41
2223,99,89,9214.14,21.6,642925.83
18631,76,82,8446.75,25.32,517258.7
10186,50,94,1121.75,14.55,90102.33
9035,13,28,3605.18,4.1,96806.29
7958,93,88,9885.07,4.4,831611.17
15889,33,22,5920.14,0.31,129839.33
9738,31,9,5130.27,17.45,38115.34
15758,21,67,2594.2,0.97,172125.43
18090,86,96,4047.03,28.27,278681.72
5859,95,78,4374.04,23.86,259770.74
6124,36,96,9532.37,18.65,744439.97
13292,7,10,7162.44,24.51,54069.26
18383,57,13,5658.68,6.18,69016.66
8784,100,26,5322.37,13.25,120046.06
17724,55,90,5198.57,28.49,334574.77
2097,84,91,3492.31,11.05,282683.29
7835,55,28,8608.04,29.58,169729.89
9844,48,42,5283.8,28.79,158028.95
19062,3,67,8605.71,13.38,499435.82
883,48,74,1944.82,0.02,143887.9
13648,3,43,2930.29,0.42,125473.26
7823,37,1,4425.99,18.15,3622.67
18984,95,9,3742.39,25.54,25079.25
19156,44,64,6207.07,14.35,340246.75
3759,62,29,6378.36,29.31,130757.02
3196,56,43,9723.77,22.04,325968.0
1826,21,10,6124.6,28.63,43711.27
15584,17,8,603.11,18.83,3916.36
13553,11,11,1183.37,7.73,12010.85
2662,32,38,8981.12,26.65,250330.76
11596,34,95,1340.39,4.47,121645.08
18907,74,82,901.69,4.67,70485.65
6121,42,49,3637.67,6.78,166160.76
4460,11,63,504.71,21.41,24989.05
12643,7,57,7064.18,20.95,318301.35
19470,3,46,4902.33,1.8,221448.05
3483,75,87,8544.12,3.45,717693.26
19420,49,61,6160.51,1.41,370492.46
223,100,5,9095.2,17.97,37303.96
6875,13,17,5714.07,29.76,68230.57
7422,97,21,3460.2,17.04,60282.22
8099,15,34,6257.45,25.31,158905.44
9437,3,90,5630.2,15.17,429848.88
11850,50,29,5825.19,25.38,126055.95
1577,1,79,4109.87,4.33,310621.1
8959,76,27,658.7,7.37,16474.15
2193,28,66,6060.48,15.69,337232.99
3854,95,11,4469.53,11.11,43702.62
9849,23,25,7115.33,15.0,151200.76
16187,41,85,8388.75,11.49,631115.02
6030,17,26,1633.96,29.67,29878.27
17593,64,30,2193.39,22.54,50970.0
4710,22,22,9995.77,3.16,212957.88
6880,99,10,9056.24,12.44,79296.44
1782,44,64,3337.88,23.5,163422.6
502,14,75,2321.9,3.57,167925.61
272,23,69,9791.89,20.1,539836.69
16371,74,80,1535.36,13.59,106136.37
13205,99,64,8832.41,21.08,446114.43
12742,61,72,5943.2,24.18,324441.67
10561,69,66,5573.1,12.56,321625.83
17540,63,92,559.48,26.05,38063.66
10902,27,51,601.12,6.68,28609.22
12105,28,48,5136.82,22.13,192002.0
4632,31,85,4429.71,3.8,362217.39
4464,22,40,9197.51,21.91,287293.42
780,40,85,3024.59,4.89,244518.44
8150,36,41,1240.58,18.42,41494.67
3603,27,53,8739.85,21.16,365196.38
7144,18,4,7087.45,3.74,27289.52
17715,96,87,459.59,15.31,33862.73
13706,52,58,4654.13,7.43,249883.03
12941,19,54,7359.75,29.13,281656.16
11969,91,82,1983.12,3.54,156859.24
9700,2,6,734.16,18.59,3586.08
2357,82,41,8342.39,18.7,278076.89
6301,66,8,4747.61,15.38,32139.42
18292,22,88,8268.15,18.34,594155.87
626,39,46,2059.66,15.66,79907.39
4569,55,10,9244.04,5.88,87004.9
12666,89,69,4352.29,17.43,247964.32
16638,40,83,176.87,19.67,11792.61
3965,77,6,2942.58,27.14,12863.78
1993,45,11,8876.86,7.67,90156.05
6541,87,4,3799.98,12.37,13319.69
17751,52,87,5105.0,18.64,361348.24
16708,66,84,6149.04,6.25,484236.9
5227,75,100,2143.66,16.78,178395.39
18848,65,33,4036.24,10.1,119743.13
17186,82,66,8753.74,4.8,550014.99
17976,76,45,9221.18,6.55,387773.67
15241,88,97,1798.35,17.55,143825.74
710,4,91,7623.95,27.67,501810.68
14601,84,1,4332.02,27.26,3151.11
3771,91,29,9184.87,22.63,206083.68
7745,61,11,8246.55,21.97,70782.61
15497,52,3,7428.79,0.39,22199.45
6528,63,9,6903.61,28.26,44573.85
7911,89,91,4502.5,7.99,376990.27
5763,8,39,671.02,27.48,18978.32
12008,59,45,3030.39,28.05,98116.45
17224,96,16,668.34,18.69,8694.84
16132,35,43,9816.18,25.19,315769.82
7529,31,57,3765.13,18.52,174866.19
12346,37,99,3080.33,12.23,267656.96
4851,54,45,2027.78,16.86,75865.33
2508,96,50,4796.01,0.49,238625.48
18323,49,20,2018.49,10.0,36332.82
3962,74,54,1233.72,5.49,62963.39
18946,53,21,337.45,15.82,5965.37
17988,1,40,5615.31,18.58,182879.42
5252,60,10,3547.26,26.37,26118.48
9441,44,50,8837.28,2.04,432849.97
13905,41,23,2397.38,29.82,38697.07
82,12,92,1755.71,8.72,147440.31
10600,17,40,7822.42,6.85,291463.37
13451,81,1,1275.32,28.6,910.58
2739,86,50,2010.02,25.45,74923.5
11915,57,36,274.33,24.33,7473.08
16280,61,58,1942.58,7.72,103971.54
12903,56,7,2481.76,19.31,14017.73
11545,54,64,3355.93,1.62,211300.09
6783,99,78,7710.44,25.29,449316.64
3154,70,6,4152.54,3.74,23983.41
8387,100,30,5057.9,24.58,114440.05
12828,24,89,647.57,2.23,56348.5
19398,13,90,8832.58,14.53,679428.55
19251,69,29,9708.95,18.17,230400.18
6806,30,17,772.49,29.84,9213.64
15441,100,10,2454.09,14.66,20943.2
1137,31,84,6691.57,14.27,481881.37
18546,60,85,2462.99,6.45,195850.81
2136,63,96,6660.17,0.68,635028.56
8691,9,41,1710.43,18.72,56999.74
18461,66,84,2448.61,6.26,192807.47
9466,92,68,4901.55,5.73,314207.0
4537,83,94,8398.63,3.4,762629.2
10729,51,13,3631.51,1.75,46383.46
11193,36,80,6170.73,15.82,415561.64
4948,36,38,1899.47,1.73,70931.15
5626,7,14,6242.87,18.2,71493.35
159,9,13,8165.92,0.62,105498.79
17717,22,37,4131.11,14.02,131421.35
686,83,13,156.88,23.97,1550.59
7647,52,93,2940.47,14.68,233319.24
9571,23,32,3919.91,26.17,92610.23
6441,8,35,4000.28,19.08,113295.93
9230,65,70,4016.7,26.79,205843.82
12666,42,9,9053.5,3.97,78246.68
7028,26,85,9784.7,23.08,639743.26
5146,30,51,2058.55,3.59,101217.05
9632,72,46,9000.55,21.87,323477.97
11653,61,36,8048.66,28.07,208418.44
19225,14,23,7503.26,12.26,151417.29
14043,65,19,4666.08,17.55,73096.48
16272,79,17,6541.43,7.15,103253.2
16987,44,83,7611.79,22.19,491586.91
17683,81,3,1198.81,17.07,2982.52
2963,57,18,6189.28,26.11,82318.66
9651,90,69,894.37,0.25,61557.25
5186,62,8,8836.82,13.63,61058.89
16985,59,3,4908.41,4.73,14028.73
3729,81,31,4294.06,2.39,129934.39
1801,67,63,5261.95,24.15,251444.91
18404,90,70,7229.45,0.93,501355.13
7805,3,94,809.61,15.86,64033.35
16998,91,4,1872.5,25.21,5601.77
17951,1,16,6956.96,20.84,88114.07
5191,47,20,5965.97,25.68,88678.18
19401,91,84,2794.77,4.6,223961.69
3121,2,46,5786.7,4.41,254449.3
5274,43,78,7374.92,11.6,508515.48
5091,46,71,3129.93,4.73,211713.79
4354,63,56,2686.1,13.33,130370.4
13823,74,9,6170.36,26.81,40644.78
1465,48,20,1943.53,11.43,34427.69
12641,44,11,6619.5,0.37,72545.09
19957,10,51,4804.35,19.64,196899.56
11211,70,93,8549.7,0.58,790510.39
6088,45,68,2494.7,8.43,155338.98
10510,54,4,1845.49,8.81,6731.61
8592,50,20,5775.2,24.33,87401.88
18554,16,26,3032.52,12.09,69313.1
17605,29,96,3983.83,5.05,363134.07
2101,17,88,4908.57,15.11,366685.89
9386,59,22,3382.18,6.38,69660.73
6936,9,68,3670.54,2.72,242807.69
17557,49,25,6401.86,29.74,112448.67
3707,17,61,5298.3,15.07,274490.62
4690,46,14,8048.63,6.06,105852.36
6915,66,19,7400.59,19.93,112587.4
15993,44,30,4742.5,11.9,125344.27
265,85,25,6371.16,1.2,157367.65
12179,14,79,7447.66,17.44,485754.26
5879,3,97,3022.11,1.85,287721.49
2314,91,83,4612.72,28.28,274584.15
8691,89,22,3453.18,6.26,71214.24
16454,11,45,5382.95,13.47,209604.0
15924,93,99,4355.44,25.2,322529.04
17982,53,41,9691.63,5.65,374906.17
813,48,84,3619.0,19.1,245932.76
10420,73,67,3890.33,9.13,236854.57
6284,22,72,7612.87,27.3,398488.07
6022,87,22,2550.35,15.22,47568.11
10424,71,31,2365.65,12.15,64424.93
9944,73,53,5659.78,4.7,285869.83
4339,3,66,7512.05,7.66,457817.38
2421,69,23,5248.22,14.35,103387.31
18600,64,38,8478.36,26.4,237122.77
14422,31,25,9383.41,1.69,230620.76
7601,85,75,9674.96,16.95,602629.07
4912,68,51,1959.03,29.54,70396.96
9376,24,97,5216.66,3.67,487445.23
12103,27,71,2100.09,27.52,108072.31
6449,6,66,8383.31,22.23,430300.21
16646,59,17,6494.88,20.46,87822.47
3606,57,88,5928.9,15.56,440559.96
5356,35,22,2096.36,27.72,33335.48
4246,60,90,4191.07,1.95,369840.97
8961,57,82,946.2,25.02,58175.78
13225,74,8,6821.9,29.99,38208.1
965,100,82,7065.91,25.33,432641.43
15305,97,77,6052.61,17.8,383093.9
17740,45,89,9186.0,23.37,626491.63
684,18,39,3415.39,2.35,130070.01
1405,48,34,553.22,28.07,13529.66
11562,62,18,4790.29,16.96,71601.42
5262,52,17,973.25,4.12,15863.59
6695,1,60,4967.88,29.51,210111.52
3470,95,84,2310.99,15.92,163218.75
2514,77,94,7682.55,8.79,658681.86
8090,49,8,2712.5,7.86,19994.38
4424,4,40,2899.44,13.57,100239.44
10302,16,52,7784.43,19.87,324358.52
16453,31,83,6310.3,25.59,389726.02
10138,11,92,4575.26,17.59,346883.4
251,5,17,3441.91,2.16,57248.6
13921,56,27,143.24,16.62,3224.7
6560,66,57,4258.71,28.73,173005.41
990,80,38,3801.12,29.46,101889.78
3200,43,68,3888.35,15.1,224482.22
3,90,27,6194.12,22.49,129628.69
3202,1,26,9519.87,20.57,196602.45
11348,90,99,7823.01,28.34,554990.93
8609,100,71,1543.67,16.91,91067.11
5063,23,95,8490.44,22.0,629141.6
6666,40,24,7846.65,2.1,184364.89
19639,78,38,2869.34,24.48,82343.17
2613,93,15,189.32,21.52,2228.68
