id,deal_id,product_id,quantity,price,discount_percentage,total_amount
2055,4001,91,92,6856.46,14.87,536995.2
2056,2205,3847,60,9159.83,15.0,467151.33
2057,2391,3573,8,9384.29,20.15,59946.84
2058,1390,2385,65,5511.72,22.41,277975.33
2059,5732,2275,20,1726.83,11.29,30637.42
2060,4146,1986,50,5973.31,29.42,210798.11
2061,5154,3842,36,2855.54,0.22,102573.28
2062,9569,3830,95,6628.15,13.75,543094.04
2063,4862,2413,28,6324.86,28.13,127278.95
2064,102,1727,54,557.84,21.19,23740.22
2065,5786,2700,36,8790.62,3.81,304405.11
2066,5655,99,37,5195.96,11.23,170660.79
2067,8133,2495,83,4247.86,12.63,308042.49
2068,2493,2482,69,5935.36,6.21,384107.42
2069,4223,3551,37,8831.46,18.83,265234.36
2070,8726,4347,26,1363.59,2.57,34542.19
2071,6245,232,35,2856.63,25.34,74646.6
2072,8176,889,26,1422.47,7.34,34269.58
2073,9186,1947,95,8916.27,19.33,683311.73
2074,4578,1680,7,3260.59,28.32,16360.34
2075,8429,4745,21,1680.55,15.41,29853.12
2076,9048,2179,36,3937.91,26.79,103785.98
2077,8547,3133,19,4533.2,6.29,80713.17
2078,3357,1007,98,9349.17,7.11,851075.51
2079,6468,2703,71,4880.3,6.49,324013.37
2080,1632,200,11,5247.43,22.6,44676.62
2081,6448,2600,22,6743.38,4.35,141900.95
2082,2094,4588,95,4396.44,17.64,343986.26
2083,795,817,1,5679.83,17.81,4668.25
2084,7448,1874,11,347.23,18.35,3118.65
2085,4522,4044,51,1876.56,11.07,85110.07
2086,5992,1167,56,7012.2,12.48,343676.34
2087,5897,1262,33,2050.36,22.72,52289.1
2088,3162,1510,74,6838.63,3.4,488852.63
2089,3616,4263,40,698.94,23.77,21312.08
2090,6694,4056,48,4438.8,13.25,184831.63
2091,936,3677,81,9771.39,16.13,663816.45
2092,4719,4346,49,6038.58,1.49,291481.65
2093,2464,1641,38,8097.02,22.66,237964.94
2094,4012,3893,7,5748.09,13.91,34639.71
2095,7917,3885,94,3517.96,23.74,252182.85
2096,1299,2956,53,8996.18,23.5,364750.12
2097,6171,216,77,3190.96,22.3,190911.95
2098,2213,4858,37,6354.05,19.19,189984.19
2099,8087,3769,88,2248.39,21.25,155813.43
2100,830,4794,88,5681.34,28.02,359869.71
2101,1528,2573,20,1772.67,15.36,30007.76
2102,3722,371,54,928.06,15.63,42282.23
2103,9271,556,29,4134.64,7.33,111115.56
2104,7407,3093,82,5132.26,27.51,305070.77
2105,8730,3128,8,5935.68,4.58,45310.61
2106,6930,3475,23,7004.06,28.5,115181.77
2107,7841,3662,83,4029.36,28.01,240761.11
2108,6404,1499,38,3909.19,20.9,117502.43
2109,9380,4786,53,4306.01,6.84,212608.38
2110,5881,4699,36,784.43,2.62,27499.61
2111,875,460,31,7544.08,15.8,196915.58
2112,9145,1216,19,8810.13,11.46,148209.29
2113,4514,2366,89,2184.63,3.8,187043.65
2114,905,929,82,6934.18,17.95,466538.56
2115,7600,3138,14,4589.81,26.39,47299.83
2116,8039,2841,12,4112.34,17.51,40707.23
2117,7187,2652,29,9797.2,8.12,261048.35
2118,3491,3957,43,8748.72,1.86,369197.73
2119,9056,4351,67,4823.11,20.29,257581.57
2120,7947,2265,79,9645.08,11.24,676316.87
2121,3921,1847,19,1645.16,21.34,24587.57
2122,628,1535,70,5596.33,19.94,313629.53
2123,4660,1936,62,4635.56,25.62,213771.63
2124,7502,1876,18,1062.93,23.37,14661.42
2125,4310,3773,77,8759.7,28.17,484491.12
2126,4858,114,41,8619.0,21.73,276589.74
2127,4702,471,39,386.98,4.47,14417.6
2128,1498,2801,97,9031.61,26.76,641630.86
2129,1354,281,24,6025.66,0.56,143805.99
2130,3455,3517,95,7679.48,10.03,656376.67
2131,3825,2647,47,2836.05,22.87,102809.93
2132,8186,461,84,113.27,3.95,9138.85
2133,1255,1715,93,2994.23,27.72,201273.34
2134,1462,2928,37,9480.92,3.55,338340.85
2135,8944,1585,49,3933.2,18.36,157342.16
2136,6396,4171,67,7986.05,1.72,525862.23
2137,7025,2926,43,1531.67,17.41,54395.27
2138,8562,1060,72,5026.58,24.84,272014.38
2139,1064,903,29,9669.26,12.87,244319.96
2140,2610,4333,78,8196.74,4.9,608017.78
2141,6873,1780,61,2761.77,18.68,136998.15
2142,1171,1778,81,9892.56,3.65,772050.01
2143,4272,3102,24,1569.82,7.55,34831.17
2144,8677,2642,61,8650.44,6.02,495910.69
2145,8459,521,64,284.25,14.68,15521.41
2146,7432,2329,52,754.53,16.47,32773.46
2147,6010,3524,26,2290.9,27.9,42945.21
2148,9656,2590,34,2963.66,13.55,87110.86
2149,9646,661,32,6445.3,3.81,198391.49
2150,2268,359,84,450.62,22.18,29456.49
2151,2971,658,11,978.43,4.74,10252.58
2152,3771,2019,61,969.49,12.87,51527.71
2153,6581,1096,87,4971.62,11.49,382833.13
2154,6008,1022,92,9477.75,27.99,627893.36
2155,2310,834,39,4059.95,11.96,139400.82
2156,7901,2077,79,5556.45,15.22,372149.91
2157,9334,1742,47,3264.09,6.11,144038.74
2158,23,476,39,1380.04,17.41,44451.23
2159,8058,4441,20,6830.48,15.7,115161.89
2160,4355,4264,72,7858.9,13.11,491659.07
2161,5009,1434,75,5515.61,3.35,399812.78
2162,7926,125,86,5791.02,21.87,389109.06
2163,4531,3863,92,8870.81,25.56,607515.65
2164,2660,3905,52,7213.76,3.77,360973.66
2165,3321,136,43,9495.9,25.98,302241.2
2166,9868,1351,44,7239.95,14.94,270965.26
2167,5170,2193,56,7860.53,10.3,394850.14
2168,8268,252,86,3114.28,11.3,237563.51
2169,5557,3088,17,4253.87,13.49,62560.39
2170,2956,3936,75,7390.37,23.44,424355.05
2171,5524,2626,3,3902.33,9.58,10585.46
2172,4564,1644,56,2593.03,18.72,118026.43
2173,2379,315,87,8073.19,26.78,514273.51
2174,8922,4717,92,2103.69,20.19,154463.86
2175,6983,3486,27,1599.07,10.89,38473.14
2176,296,2017,9,7341.15,28.44,47279.94
2177,1043,1875,15,819.81,2.74,11960.21
2178,5667,3848,18,1071.54,15.05,16384.92
2179,836,4591,90,8821.92,10.43,711161.44
2180,3601,464,25,501.29,0.16,12512.2
2181,2367,1915,52,2314.37,14.01,103486.59
2182,827,1912,84,5327.88,25.82,331986.6
2183,4865,1194,68,4831.93,18.43,268015.56
2184,4007,597,19,4398.88,29.9,58588.68
2185,6726,4919,50,3042.48,22.78,117470.15
2186,1958,2706,15,8425.37,22.02,98551.55
2187,4423,3064,83,6213.5,15.52,435680.68
2188,101,4489,24,424.25,19.68,8178.18
2189,7392,1556,13,1569.49,25.82,15135.22
2190,2234,329,76,7900.97,8.88,547151.65
2191,6370,568,67,6990.17,4.61,446750.85
2192,785,3941,63,6254.4,7.48,364553.97
2193,8535,97,43,9571.95,1.38,405913.85
2194,211,3711,16,7189.33,22.0,89722.84
2195,2990,3180,17,3716.67,25.46,47096.9
2196,8515,4461,57,5481.49,27.31,227116.22
2197,7170,940,31,8550.13,29.53,186783.57
2198,2732,2691,57,5820.54,10.72,296204.95
2199,3503,1208,95,8562.31,20.27,648539.33
2200,8141,1447,43,2007.08,10.55,77199.32
2201,6617,3168,13,1717.27,19.89,17884.16
2202,3274,81,29,9401.43,5.34,258082.42
2203,7839,3951,86,6678.91,0.33,572490.79
2204,980,2480,52,4383.3,0.12,227658.08
2205,1364,3713,88,6247.75,5.3,520662.49
2206,402,3956,9,3919.16,22.81,27226.8
2207,8212,1933,6,5776.71,1.46,34154.22
2208,8725,2068,18,7543.82,22.66,105019.03
2209,8229,4432,29,3095.53,16.91,74590.2
2210,2476,3939,65,839.56,18.96,44224.66
2211,6252,705,2,6330.77,4.3,12117.09
2212,1261,4919,51,5761.18,22.92,226476.59
2213,2217,860,16,3669.41,18.12,48072.21
2214,4675,3687,81,2573.45,13.4,180517.22
2215,8038,3994,14,8184.87,24.09,86983.89
2216,6310,2925,67,8622.02,23.23,443481.36
2217,9861,3782,44,3915.34,21.99,134391.7
2218,2318,2772,16,1176.91,29.21,13330.15
2219,1383,1112,61,9138.69,28.38,399252.92
2220,8529,86,36,4507.54,18.09,132916.54
2221,7144,4025,82,8740.06,20.12,572487.91
2222,3629,4541,30,2578.54,7.47,71577.69
2223,275,2020,53,8309.54,11.85,388217.55
2224,706,126,26,4224.81,2.92,106637.58
2225,9936,518,94,9876.45,12.26,814566.14
2226,3376,4557,70,6701.75,4.55,447777.43
2227,7305,3820,93,8530.46,28.96,563583.61
2228,6867,1763,20,2372.79,25.12,35534.9
2229,9672,3681,35,4703.07,20.91,130188.03
2230,1103,3675,35,5976.21,4.21,200361.4
2231,2413,3352,84,5729.31,16.81,400361.89
2232,9668,290,65,432.97,9.67,25421.62
2233,5835,612,42,3849.85,26.59,118699.35
2234,7250,2060,59,9381.03,1.64,544403.69
2235,3340,1334,2,5398.51,23.99,8206.81
2236,2605,365,4,141.18,9.61,510.45
2237,3384,3981,35,3895.69,25.85,101102.89
2238,1255,4638,53,4104.64,4.49,207778.11
2239,8680,3042,22,4423.83,3.0,94404.53
2240,7883,596,72,7497.94,26.82,395063.46
2241,8002,1924,1,4422.47,15.14,3752.91
2242,5263,949,86,1824.84,14.04,134902.39
2243,5091,150,11,3073.33,19.22,27309.0
2244,8394,3708,5,5007.71,18.1,20506.57
2245,9005,90,26,4153.43,26.67,79188.47
2246,8887,4094,34,1612.59,3.16,53095.49
2247,914,2059,69,8387.98,19.98,463132.25
2248,9370,3608,23,3032.56,14.47,59656.22
2249,7028,4029,1,2348.43,29.99,1644.14
2250,7516,1177,31,9111.65,15.26,239357.58
2251,8903,2104,26,4540.96,3.3,114168.82
2252,322,1941,15,3705.75,14.0,47804.17
2253,1371,2335,17,4457.11,5.48,71618.63
2254,2820,2286,89,9089.59,23.82,616276.02
2255,2146,895,81,2752.27,22.64,172461.64
2256,5417,2399,9,7024.34,3.4,61069.61
2257,8942,2718,22,6992.4,28.44,110082.75
2258,982,1407,18,6696.56,3.07,116837.56
2259,5854,2535,48,3789.21,12.36,159401.45
2260,7434,1357,28,8410.21,9.31,213562.14
2261,5228,3698,15,6242.95,19.77,75130.78
2262,1960,106,18,1251.43,24.91,16914.58
2263,441,2726,80,3523.62,16.12,236449.0
2264,2649,176,80,2409.43,21.93,150483.36
2265,5042,1618,49,4101.84,6.27,188388.08
2266,3060,3168,90,9587.38,29.35,609613.56
2267,6134,1768,40,623.9,16.26,20898.15
2268,1738,3315,32,1212.04,26.76,28406.34
2269,5406,3939,63,8605.91,17.31,448322.3
2270,2075,3988,27,2722.71,20.49,58450.32
2271,4732,2239,97,9281.3,22.91,694030.55
2272,8305,2247,4,226.4,4.97,860.59
2273,7198,4344,86,7622.84,28.17,470891.79
2274,7097,3087,75,9915.61,22.92,573221.41
2275,6536,3966,41,9348.12,7.09,356098.87
2276,4599,4417,72,4792.07,9.58,311975.26
2277,5280,1172,88,7888.09,18.1,568510.42
2278,3672,2524,36,9742.27,2.93,340445.57
2279,2586,3131,77,5184.58,6.12,374780.85
2280,6422,724,51,8579.09,6.52,409006.4
2281,7999,2394,4,282.48,6.66,1054.67
2282,2346,2152,16,8918.07,17.96,117062.15
2283,6169,3842,84,1476.96,13.58,107216.66
2284,8321,3577,75,9052.79,9.19,616562.89
2285,8456,441,38,3039.96,25.96,85529.88
2286,8119,2319,92,9163.27,25.67,626617.39
2287,9396,879,28,2593.47,8.88,66168.76
2288,5290,866,94,8606.22,11.36,717084.02
2289,6767,2015,88,8684.75,9.44,692112.04
2290,242,3898,19,6433.43,15.88,102824.23
2291,9615,837,38,2092.5,15.71,67023.19
2292,1989,3059,55,2973.19,0.86,162119.13
2293,7307,3495,66,1294.95,29.62,60151.46
2294,5578,2924,97,218.9,16.72,17683.09
2295,571,2456,93,3885.64,14.06,310556.67
2296,4968,4115,10,5657.65,3.13,54805.66
2297,4802,2680,67,8746.46,4.98,556829.38
2298,1011,4947,96,190.54,16.56,15262.71
2299,7647,4459,32,5965.54,28.83,135861.59
2300,5688,2297,95,5239.89,17.68,409780.36
2301,9062,2333,90,3464.59,8.4,285620.8
2302,3871,2801,36,5542.73,20.06,159510.9
2303,7713,3697,36,3394.37,8.6,111688.35
2304,8709,4011,44,1351.83,5.38,56280.47
2305,872,4632,64,436.61,1.54,27512.72
2306,4528,2015,32,5739.48,3.39,177437.17
2307,1015,936,31,2195.58,11.75,60065.58
2308,1019,1098,24,1436.02,11.25,30587.23
2309,2440,1087,52,9581.55,16.24,417326.33
2310,5165,125,100,5325.45,0.65,529083.46
2311,1818,433,57,5860.24,28.14,240036.6
2312,4029,1796,42,1741.74,9.33,66327.9
2313,6077,2678,19,8199.91,24.59,117487.49
2314,3106,4879,39,7990.7,5.7,293873.97
2315,9853,3830,67,2634.05,1.79,173322.33
2316,5160,1485,9,2295.1,4.44,19738.78
2317,3477,1707,75,3499.29,26.19,193711.95
2318,9210,3003,42,5416.16,25.37,169767.37
2319,8288,1614,84,7576.09,4.01,610872.26
2320,8974,4351,69,6236.05,0.6,427705.73
2321,7636,4846,6,7152.73,3.18,41551.64
2322,7580,3264,42,7449.91,8.03,287770.65
2323,612,1203,61,7020.66,4.73,408003.55
2324,2135,159,100,5194.93,29.58,365826.97
2325,8236,4163,10,8230.53,17.02,68296.94
2326,2575,1286,6,9967.25,15.47,50551.9
2327,4252,523,59,3718.37,22.62,169759.21
2328,3388,819,59,5208.05,13.19,266745.38
2329,7703,3947,31,1563.78,28.89,34472.12
2330,970,3463,63,8902.53,29.07,397817.57
2331,69,466,75,4968.14,23.96,283333.02
2332,7235,3079,56,6384.48,14.66,305116.85
2333,7723,4031,54,3336.12,28.63,128573.4
2334,367,1706,18,5578.18,20.85,79472.33
2335,660,2902,21,5673.13,3.16,115371.04
2336,6430,4236,71,8110.6,25.92,426591.61
2337,2730,580,93,4651.07,25.2,323547.03
2338,7247,3940,86,1028.18,1.4,87185.55
2339,9021,2724,63,9328.97,21.67,460365.08
2340,7225,3319,56,361.99,0.97,20074.81
2341,5461,1833,6,2229.46,2.8,13002.21
2342,4009,3674,49,1909.9,2.05,91666.61
2343,8870,163,33,4985.29,3.34,159019.78
2344,4254,1862,55,7916.3,15.61,367431.11
2345,5715,3426,37,2218.96,23.78,62577.78
2346,3913,3610,86,8364.84,12.72,627871.58
2347,4499,1179,29,8014.86,3.61,224040.18
2348,6007,3779,24,319.37,3.63,7386.64
2349,2042,839,83,2196.0,15.81,153451.43
2350,1505,508,79,4807.15,24.73,285849.0
2351,6662,1864,14,8973.3,10.39,112573.64
2352,5068,3500,88,5508.48,27.65,350713.9
2353,5168,4965,59,6850.68,8.09,371491.14
2354,3430,1706,79,9146.0,21.72,565599.62
2355,9835,830,73,7276.09,22.41,412122.83
2356,6083,1934,2,6016.66,5.42,11381.11
2357,1369,4381,85,430.91,21.87,28616.95
2358,215,546,2,1173.18,16.17,1966.95
2359,3167,3964,56,1307.87,12.19,64312.68
2360,6941,3994,5,969.72,13.22,4207.62
2361,6242,837,56,5942.59,6.25,311985.98
2362,7640,3941,57,2322.51,22.0,103258.79
2363,3135,683,65,3522.68,6.64,213770.31
2364,9546,2319,65,3615.06,16.76,195596.44
2365,2616,1760,62,4562.01,11.11,251420.58
2366,9399,1258,78,3818.39,20.26,237493.17
2367,3733,3675,20,3414.14,5.13,64779.89
2368,4960,750,74,6192.35,23.89,348761.82
2369,586,2310,34,1062.21,16.67,30094.75
2370,8744,3274,84,1225.29,27.66,74455.48
2371,1535,2460,45,905.97,1.91,39989.97
2372,9466,97,85,9620.32,29.5,576497.68
2373,8829,2667,10,2408.18,22.69,18617.64
2374,3303,61,99,5440.59,19.45,433857.13
2375,496,670,87,9994.34,26.81,636392.6
2376,4528,3553,63,4668.54,17.33,243147.37
2377,1153,4416,69,6051.94,3.72,402049.74
2378,3070,1788,74,807.49,13.0,51986.21
2379,61,92,32,6330.24,18.43,165234.46
2380,624,4816,92,2713.93,16.97,207310.6
2381,326,3270,20,5842.52,7.99,107514.05
2382,5168,1371,44,9275.07,19.53,328400.55
2383,3459,4006,5,6470.67,21.36,25442.67
2384,6653,3492,77,5281.49,11.12,361452.5
2385,8143,1747,47,7903.74,10.38,332916.59
2386,1473,3154,36,8090.98,3.3,281663.2
2387,2796,4526,50,9902.29,23.73,377623.83
2388,3286,4949,49,8496.73,11.84,367045.14
2389,9781,3097,93,6564.38,6.11,573186.56
2390,7640,1352,27,6522.5,4.99,167319.74
2391,3645,387,24,9840.26,25.2,176652.35
2392,1942,4799,63,7416.68,20.02,373707.22
2393,4913,4624,39,4347.21,27.78,122442.65
2394,6542,1426,38,1321.47,13.0,43687.8
2395,8397,561,96,4645.06,25.81,330832.32
2396,9289,2883,56,4873.36,21.81,213386.89
2397,5409,2676,64,9384.58,23.09,461931.55
2398,3291,2496,58,1003.04,9.91,52411.05
2399,9899,1248,60,1745.0,15.43,88544.79
2400,4177,3634,61,4645.44,2.13,277336.02
2401,2024,4732,80,7316.05,2.05,573285.68
2402,8382,4673,5,6311.98,24.71,23761.45
2403,5821,2748,7,8987.11,22.26,48906.06
2404,7289,3281,9,2550.18,5.43,21705.35
2405,2025,1914,5,9811.21,27.36,35634.31
2406,5308,3142,95,5122.81,28.58,347577.54
2407,9584,3576,37,6332.78,6.54,218988.8
2408,1471,4068,55,1451.35,13.5,69047.98
2409,4308,2705,93,2203.6,0.99,202905.95
2410,6924,1284,56,5659.45,8.36,290433.92
2411,7676,3024,43,6712.29,6.48,269925.35
2412,3745,4555,13,3449.93,26.09,33147.96
2413,2759,1697,44,2302.62,25.29,75692.65
2414,7570,4742,28,2673.38,27.36,54374.41
2415,3609,1611,93,2583.61,10.77,214398.03
2416,4939,1101,48,4135.58,22.94,152970.14
2417,9014,3426,7,6784.04,10.89,42316.81
2418,645,4963,95,7591.06,23.26,553411.05
2419,496,1477,11,2509.5,1.36,27229.08
2420,5666,3619,94,2426.31,7.29,211446.61
2421,1244,4330,6,6067.74,25.29,27199.25
2422,4925,2628,48,8014.54,0.99,380889.41
2423,7040,4561,51,1479.29,17.66,62120.42
2424,4126,3867,60,2358.37,28.26,101513.68
2425,8732,4421,8,7184.9,17.55,47391.6
2426,4913,1733,45,5025.95,5.44,213864.22
2427,3784,1511,73,2931.74,1.23,211384.61
2428,214,906,2,6842.12,2.14,13391.4
2429,6374,599,57,5193.76,29.7,208119.16
2430,6516,584,94,5165.08,29.5,342289.85
2431,1916,2617,35,7650.18,5.25,253699.09
2432,8140,429,31,2147.84,16.57,55550.23
2433,3038,4694,98,7967.15,8.02,718162.09
2434,7057,3450,97,7222.53,7.87,645449.34
2435,9470,1038,65,6632.19,16.86,358410.18
2436,7223,4782,96,4364.56,26.67,307251.06
2437,842,2824,20,8536.88,27.13,124416.49
2438,1096,4470,56,4886.79,8.57,250207.56
2439,3472,523,79,5486.23,5.19,410918.08
2440,9787,268,77,2230.81,24.87,129052.58
2441,3357,4108,11,7896.76,26.9,63497.85
2442,9287,410,59,8996.75,15.54,448320.65
2443,6861,2538,27,4894.18,7.36,122417.15
2444,4249,920,5,3699.65,29.63,13017.22
2445,4758,2565,95,225.51,24.09,16262.54
2446,3656,3625,15,8016.03,28.56,85899.78
2447,126,2748,11,5598.11,24.15,46707.83
2448,6727,4573,12,8021.58,16.67,80212.59
2449,7711,3327,39,3356.96,18.64,106517.68
2450,6480,2232,70,1949.34,26.9,99747.73
2451,56,1766,79,6722.46,0.45,528684.51
2452,4684,1867,41,2403.59,14.59,84169.15
2453,48,3489,62,7682.88,10.35,427037.52
2454,5526,1928,88,2307.28,20.83,160747.27
2455,5342,4388,90,2480.51,24.83,167813.94
2456,124,2235,42,8449.58,20.59,281812.08
2457,2314,3290,93,9237.3,13.04,747046.32
2458,8151,1614,91,5203.19,6.23,443991.84
2459,4409,2524,69,2180.4,26.22,111000.24
2460,7553,4721,20,2453.86,17.45,40513.23
2461,2775,268,87,4767.19,8.35,380114.28
2462,8571,3962,26,6531.16,15.98,142674.5
2463,1075,4452,11,4891.77,16.97,44678.0
2464,1630,529,88,3380.48,24.33,225104.81
2465,3770,4817,10,5641.98,27.87,40695.6
2466,969,1550,22,364.83,15.45,6786.2
2467,1063,4610,6,1387.92,13.67,7189.15
2468,6770,1823,97,4979.99,28.39,345918.57
2469,4569,1902,99,2664.52,10.35,236485.48
2470,5180,1946,100,3303.52,8.89,300983.71
2471,9270,4735,33,7508.25,24.1,188059.14
2472,9976,327,47,2247.42,28.63,75387.23
2473,6399,1258,26,341.98,1.18,8786.56
2474,4062,4796,31,8498.36,6.1,247378.76
2475,3733,567,70,5050.8,9.87,318660.02
2476,8284,4768,100,4686.26,23.08,360467.12
2477,1279,3188,53,158.68,3.86,8085.41
2478,4857,1741,20,1332.73,10.26,23919.84
2479,4742,2441,67,1852.3,24.53,93661.36
2480,3788,2256,39,4042.78,26.51,115870.52
2481,8009,744,37,9497.72,19.25,283768.13
2482,6261,3695,41,2752.85,2.49,110056.47
2483,901,2035,55,7270.45,22.29,310742.67
2484,6282,3998,74,2320.33,5.18,162810.13
2485,8001,1797,85,987.6,12.9,73116.97
2486,6632,4424,73,9064.76,14.78,563924.16
2487,706,3147,12,9544.91,26.24,84483.91
2488,8316,3670,83,7971.5,21.89,516802.71
2489,8116,3071,65,218.6,23.95,10805.94
2490,3688,1819,59,4768.41,17.31,232636.9
2491,535,1777,82,5168.23,1.65,416802.24
2492,8520,145,41,7534.18,12.48,270350.49
2493,9870,4289,69,7968.04,23.4,421142.79
2494,450,4092,20,6880.13,12.38,120567.4
2495,4323,506,69,4605.98,28.04,228697.96
2496,9237,491,49,7896.53,14.96,329045.25
2497,5459,1367,21,1613.53,19.05,27429.2
2498,2610,4945,23,972.61,26.82,16370.39
2499,8881,2679,15,7308.2,21.1,86492.55
2500,1597,1930,36,5032.3,1.37,178680.87
2501,1887,2250,52,9475.86,0.71,489246.23
2502,5069,1973,16,5531.86,4.6,84438.31
2503,2681,4442,50,2336.85,17.11,96850.75
2504,4679,2667,13,7493.58,18.28,79608.8
2505,7437,528,54,2916.75,11.44,139485.99
2506,9872,513,66,1274.59,9.69,75971.43
2507,7483,2330,75,7777.48,6.33,546387.41
2508,7714,3884,78,1156.5,19.25,72842.15
2509,7797,3163,9,116.71,9.56,949.97
2510,1357,3244,72,3006.68,9.93,194984.4
2511,7791,2312,84,7105.41,28.7,425557.22
2512,4088,213,96,1039.68,0.87,98940.94
2513,2540,1771,49,4734.31,11.37,205604.93
2514,820,894,96,3356.49,27.65,233128.37
2515,9361,4385,31,8112.43,13.68,217082.14
2516,1224,282,48,6444.87,2.9,300382.5
2517,9625,4885,4,4800.46,3.59,18512.49
2518,2777,3532,33,8371.92,2.84,268427.2
2519,8673,2207,30,8040.12,13.72,208110.47
2520,6880,716,41,4158.28,12.34,149451.08
2521,4576,1642,79,7259.46,17.29,474339.65
2522,7211,1873,49,4399.62,0.7,214072.31
2523,2296,1661,72,940.88,2.84,65819.45
2524,9408,3766,88,8852.11,26.16,575203.03
2525,2348,4865,37,4742.95,4.26,168013.31
2526,9436,1928,58,1450.7,19.74,67531.25
2527,957,185,72,7681.04,3.5,533678.66
2528,5555,1205,7,5775.4,17.58,33320.59
2529,1334,4081,91,8764.44,13.14,692764.13
2530,8326,3502,25,6890.82,16.39,144035.37
2531,1881,1319,65,5537.23,29.76,252807.77
2532,4659,2953,92,6891.28,29.93,444242.23
2533,7527,1293,34,9739.32,14.38,283519.4
2534,1596,4005,35,6605.31,6.37,216459.31
2535,9806,3630,7,8613.44,9.42,54614.38
2536,3460,4939,67,3992.14,10.63,239040.96
2537,8374,376,87,2744.01,16.24,199959.3
2538,7168,3302,47,2281.19,19.77,86019.34
2539,7227,3138,50,1653.15,10.65,73854.48
2540,7693,3747,51,3129.81,1.74,156842.92
2541,8063,21,99,4939.85,17.23,404782.67
2542,8786,1430,82,7035.17,14.31,494331.85
2543,8641,4207,59,9884.73,4.76,555438.79
2544,7323,2649,95,8326.63,6.8,737239.82
2545,6387,4810,74,8726.22,8.4,591498.1
2546,2601,1798,49,7447.4,26.95,266575.96
2547,1941,3406,54,4080.81,14.99,187331.22
2548,8887,1551,92,1022.89,27.83,67916.21
2549,29,3874,97,1799.37,26.46,128355.9
2550,1524,2058,55,552.68,19.14,24579.34
2551,321,3459,35,2425.5,23.92,64586.21
2552,2107,1014,29,2498.59,19.67,58206.4
2553,9696,2012,36,4734.22,18.78,138424.81
2554,7552,598,7,357.14,24.65,1883.73
2555,1447,493,83,1665.42,7.08,128443.19
2556,9718,1099,45,4747.38,24.76,160736.79
2557,1460,827,74,7345.12,24.64,409610.9
2558,223,2075,51,1158.77,19.98,47289.64
2559,4059,1004,90,2527.39,11.37,201602.32
2560,2606,3930,5,5914.77,16.91,24572.91
2561,5478,908,72,8078.14,23.03,447677.59
2562,9171,643,38,5446.4,27.35,150358.76
2563,3702,2949,53,1464.62,11.98,68325.4
2564,9244,941,8,8784.79,5.09,66701.15
2565,8704,1779,60,8850.01,0.67,527442.9
2566,8282,984,80,4605.9,19.35,297172.67
2567,21,1811,81,7533.67,12.43,534376.02
2568,9358,1876,59,6173.61,6.16,341805.62
2569,9424,1907,8,1214.12,14.6,8294.87
2570,7830,1779,2,791.55,24.08,1201.89
2571,7844,2278,94,5611.94,16.32,441430.71
2572,3105,3032,64,2668.86,19.96,136713.95
2573,858,3213,58,6439.23,14.21,320404.49
2574,1079,733,46,739.94,21.62,26678.39
2575,1338,1160,9,8297.73,13.35,64709.85
2576,4480,4179,82,7743.5,1.88,623029.62
2577,54,1436,25,8572.88,20.56,170257.4
2578,7559,4719,26,5611.23,19.78,117034.55
2579,5910,1585,73,4544.96,20.72,263036.83
2580,3370,1991,52,4760.24,20.4,197035.85
2581,3268,3490,50,9799.09,17.49,404261.46
2582,3820,3095,15,4275.23,13.51,55464.7
2583,6843,4297,24,3979.66,8.82,87087.7
2584,2527,215,6,1630.13,20.99,7727.79
2585,6668,313,16,2486.12,25.86,29491.35
2586,54,4662,37,2808.23,5.06,98646.94
2587,2723,3238,18,1262.38,3.68,21886.64
2588,7794,3136,11,7354.98,15.99,67968.11
2589,4852,3960,89,1079.16,29.08,68115.28
2590,233,2623,33,3293.73,12.32,95302.1
2591,128,2887,39,933.63,3.52,35129.88
2592,757,3397,14,198.67,24.92,2088.26
2593,1398,1335,45,9351.99,5.67,396977.95
2594,5085,2781,26,1199.21,20.32,24843.79
2595,6621,4744,92,6302.83,9.5,524773.63
2596,6060,3747,43,6653.42,21.89,223470.41
2597,6640,4954,16,213.49,9.91,3077.33
2598,9385,1795,68,278.91,25.98,14038.54
2599,5750,1608,15,5002.52,2.37,73259.4
2600,5668,2772,56,7965.36,13.94,383879.37
2601,5318,1221,5,1342.03,8.93,6110.93
2602,3203,2404,34,2157.23,4.46,70074.6
2603,9665,3811,93,8303.1,17.34,638290.85
2604,9332,1457,4,940.66,5.47,3556.82
2605,2125,318,17,7150.43,0.09,121447.91
2606,1201,596,16,8549.48,15.56,115506.89
2607,5834,2656,83,6346.16,14.26,451619.4
2608,5522,1050,97,2062.13,15.77,168482.41
2609,8980,2142,55,2575.05,18.63,115242.5
2610,3225,1861,61,5483.65,17.0,277637.2
2611,9092,17,88,4932.98,18.96,351796.46
2612,3181,3955,23,9079.76,10.91,186050.64
2613,482,2144,79,3509.29,3.46,267641.62
2614,6855,3163,31,6304.73,3.0,189583.23
2615,7653,2684,43,8111.12,15.14,295973.15
2616,9171,2508,33,4289.53,12.37,124044.2
2617,7977,2381,76,5553.75,11.99,371477.01
2618,6104,2239,18,5254.78,13.22,82081.77
2619,6693,286,35,6803.04,29.42,168055.5
2620,9554,859,79,7142.29,14.12,484570.09
2621,5952,3867,14,2552.8,20.17,28530.6
2622,8960,898,25,3357.47,3.34,81133.26
