id,company_name,industry,website,phone,address,city,country,postal_code,assigned_to,status
283,ИП «Крюков»,Retail,www.ooo.edu,8 (016) 200-78-85,"ул. Энергетиков, д. 4 к. 6",д. Калач-на-Дону,Хорватия,360888,4c308874-36f4-465b-a575-4aabcaadab96,Prospect
284,НПО «Артемьев-Суханова»,IT,www.zao.info,+7 880 673 06 84,"ш. Механическое, д. 954 к. 8",с. Егорьевск,Босния и Герцеговина,306746,1fea1f3c-e651-494c-b77e-ecc442f78396,Lead
285,РАО «Костин»,Healthcare,www.zao.net,+7 019 008 9751,"бул. Угольный, д. 7/7 к. 9",д. Каменск-Уральский,Лихтенштейн,492371,54bfa54b-6025-467b-aa7f-d368d674b282,Prospect
286,ИП «Медведева-Лапин»,Manufacturing,www.ip.com,+7 (212) 807-14-61,"наб. Школьная, д. 76",с. Уссурийск,Мальта,561405,b78ca4cc-a13b-4c3c-81f9-b6329a7f6c17,Lead
287,Горбачева Лтд,Consulting,www.kuznetsov.info,+7 (151) 679-8879,"ул. Чайковского, д. 71",п. Алапаевск,Испания,008702,7f989e1c-562c-4c27-94f4-fb1c0b2b5748,Lead
288,"НПО «Сысоева, Копылов и Волкова»",Consulting,www.nikiforova.net,8 (012) 853-9842,"наб. Ленинградская, д. 9/6",г. Ялуторовск,Того,561017,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Active
289,НПО «Соболева-Григорьева»,Logistics,www.npo.com,8 697 458 0237,"ул. Заливная, д. 276",клх Горячинск,Перу,363152,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Inactive
290,АО «Белоусов»,Logistics,www.saveleva.org,8 (704) 652-6574,"наб. Молодежная, д. 36 к. 8",к. Салават,Зимбабве,919363,b78ca4cc-a13b-4c3c-81f9-b6329a7f6c17,Active
291,Дорофеев Инк,Construction,www.rao.ru,8 (124) 010-81-44,"наб. Новостройка, д. 722 к. 6",клх Белгород,Франция,016255,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Prospect
292,Шелл Нефть (Shell),Consulting,www.oao.biz,+7 (095) 083-4119,"алл. Максима Горького, д. 38 стр. 4/6",ст. Асбест,Сингапур,363761,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Active
293,ИП «Муравьев»,IT,www.ip.biz,+76827614907,"пр. Речной, д. 9/4 к. 15",с. Истра,Федеративные Штаты Микронезии,184944,462ef563-75dc-4638-baeb-5d7ca6835ef2,Active
294,Металлоинвест,Healthcare,www.rao.edu,+7 337 626 52 73,"бул. Заозерный, д. 8 к. 5",к. Невьянск,Ботсвана,833449,151e0785-f19b-499e-9983-9cde827772dc,Prospect
295,"ООО «Герасимов, Белозеров и Филиппова»",Manufacturing,www.gazprom.info,89471156987,"алл. Астраханская, д. 7 к. 14",п. Щелково,Малави,680005,6561c367-88b9-480f-ae11-f75e5d5497c1,Lead
296,ЗАО «Самсонова-Муравьев»,IT,www.egorova.org,8 269 200 9713,"наб. Солнечная, д. 740",п. Новомосковск,Северная Македония,075511,36aefd90-26da-4c6d-a6c3-8fe04cd3be3a,Inactive
297,"АО «Веселова, Орлов и Шилов»",Finance,www.obedinennie.biz,+7 828 846 3637,"алл. Запрудная, д. 6/4 стр. 84",п. Киренск,Индия,973234,05c01860-314c-48b2-a11f-0efb2cbcc845,Active
298,"ИП «Устинов, Ильина и Галкина»",IT,www.oao.edu,+7 613 154 1034,"алл. Южная, д. 9 к. 81",п. Муравленко,Кипр,165559,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Lead
299,"АО «Архипова, Смирнов и Терентьева»",Construction,www.ooo.edu,+7 739 986 6561,"бул. Отрадный, д. 5/7 к. 7",г. Сальск,Лихтенштейн,146592,462ef563-75dc-4638-baeb-5d7ca6835ef2,Inactive
300,АО «Бирюкова Зиновьев»,Finance,www.oao.net,+7 499 925 7070,"пр. Базарный, д. 5",г. Шереметьево,Ливан,137821,de533e47-7160-4cbe-bc90-e7d7769b94e6,Inactive
301,Октоблу (Decathlon),IT,www.ooo.ru,8 (848) 812-75-75,"ш. Целинное, д. 6 к. 940",с. Усть-Камчатск,США,331235,0ee26f16-e4be-4d6c-8ebd-870057ec76cb,Lead
302,ОАО «Романов Князев»,IT,www.nesterov.net,+7 932 189 8615,"наб. Больничная, д. 74 к. 868",п. Североуральск,Мальта,441079,ddf4e884-2190-4d01-bf3a-6d16bad7c372,Prospect
303,Вертолеты России,Retail,www.rao.org,8 (993) 941-7604,"бул. Звездный, д. 8/2 к. 9",д. Карталы,Экваториальная Гвинея,703344,c80d0b85-1ae3-43cd-b10d-674e4f4f7e7f,Lead
304,ОАО «Бобылева-Федотов»,IT,www.zao.net,8 (287) 750-59-86,"пер. Пограничный, д. 6/4",к. Избербаш,Люксембург,412909,7a5855bf-13e1-405f-8ef9-3ec8bf65c1df,Lead
305,АО «Михеев Сидорова»,Consulting,www.ugletrans.org,8 787 549 40 93,"пр. Угольный, д. 72",к. Челюскин,Ирак,702315,4e7190e1-758f-4dd1-8536-79cded9adfcf,Lead
306,ООО «Беспалов»,Construction,www.afanaseva.net,8 (978) 534-9194,"ул. Тюленина, д. 4/1 к. 7/1",г. Россошь,Исландия,582056,e371c1e5-aa28-4642-ab37-2a8fc56dab22,Prospect
307,РАО «Карпова-Морозов»,Finance,www.ip.edu,+7 (273) 386-61-78,"наб. Депутатская, д. 2/2 к. 72",п. Ступино,Демократическая Республика Конго,139869,14153a97-07db-4aba-9926-35f1fa8181e5,Prospect
308,Металлокомплект-М,Construction,www.grigorev.com,8 (484) 352-0612,"пр. Вишневый, д. 9/2 стр. 3",ст. Липецк,Бруней,547464,ddf4e884-2190-4d01-bf3a-6d16bad7c372,Active
309,"ООО «Хохлов, Сергеев и Рожкова»",Logistics,www.rao.edu,8 (388) 121-1204,"алл. Правды, д. 3/5",с. Гдов,Малави,923972,c4f4b595-b14a-405e-9839-854322c20591,Lead
310,Кононова Лимитед,Manufacturing,www.zao.info,84310398261,"пр. Элеваторный, д. 5 к. 123",с. Тамбей,Доминика,091823,90479e76-3e3b-46ee-a13e-ca6a612e9c0e,Lead
311,Моисеев Лтд,Education,www.rao.edu,+7 084 204 8897,"бул. Дорожников, д. 849 к. 98",г. Челюскин,Сейшельские Острова,277084,25139f58-6602-44c9-b0d7-6bcfcad533c1,Active
312,Банковский холдинг Альфа-банка,Consulting,www.fomina.ru,8 656 575 5992,"алл. Ясная, д. 27 стр. 781",п. Химки,Сан-Томе и Принсипи,895934,5067ee53-7118-43de-a30e-0d947418b0b0,Lead
313,Зиновьева и партнеры,IT,www.rao.edu,8 644 542 85 08,"ул. 1 Мая, д. 65 стр. 5/7",г. Онега,Молдавия,237961,c79ef18a-241f-4f0d-9e99-4b46ab236ef0,Prospect
314,ИП «Тихонов-Кононова»,Consulting,www.oao.com,8 (007) 850-40-25,"наб. Полтавская, д. 745 к. 290",д. Красная Поляна,Германия,053982,b56c391c-6bca-429b-846b-f1bba5fe72b7,Inactive
315,ОАО «Артемьев»,IT,www.ooo.edu,8 (016) 062-3403,"наб. Ермака, д. 524 стр. 2",клх Мурманск,Колумбия,637935,8aa884a6-4838-4786-9321-9842cd5a6452,Lead
316,Softline,Education,www.ooo.net,+76547873010,"пр. Ангарский, д. 365 стр. 515",с. Нефедова,Танзания,856763,c07a8647-4982-452b-9854-8af1315ab178,Active
317,"ООО «Ильин, Богданова и Владимирова»",Manufacturing,www.turov.ru,+7 474 141 17 04,"наб. Ленина, д. 8/4 стр. 763",г. Терскол,Андорра,164413,f12d392d-307e-4d38-816c-51a68f765432,Active
318,"ООО «Хохлова, Бобылева и Лукина»",Education,www.kulikov.com,+70804775862,"алл. Заовражная, д. 4",д. Хатанга,Зимбабве,990690,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Active
319,X5 Retail Group,Energy,www.rao.net,8 588 392 3188,"пер. Седова, д. 7 к. 24",клх Оренбург,КНДР,388119,54bfa54b-6025-467b-aa7f-d368d674b282,Active
320,"ЗАО «Анисимов, Киселева и Егоров»",Logistics,www.oao.ru,+7 (120) 418-4729,"ш. Новое, д. 3/4 к. 7/7",п. Терскол,Словакия,072781,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Inactive
321,"ОАО «Борисова, Панова и Щербаков»",Finance,www.rao.info,8 654 694 46 74,"бул. Курганный, д. 7 стр. 45",ст. Великие Луки,Сербия,503935,fb404b39-a714-40f6-b577-aa99c9693126,Inactive
322,РАО «Гурьева Вишняков»,Finance,www.npo.info,+7 409 762 7925,"алл. Путейская, д. 5",с. Яшкуль,Марокко,312123,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Lead
323,РАО «Андреев»,Healthcare,www.zao.edu,+7 330 498 09 69,"наб. Петровская, д. 5 к. 8",г. Алексин,Норвегия,365347,326fef3f-8a26-4a01-9085-13fb37483e01,Lead
324,НПО «Виноградов Соловьев»,Retail,www.ip.edu,+7 271 078 2476,"ул. Крымская, д. 6 стр. 405",п. Алапаевск,Руанда,704954,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Active
325,ОАО «Михайлова»,IT,www.ooo.edu,80446217052,"алл. Семашко, д. 1 стр. 7",с. Сызрань,Науру,308438,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Lead
326,НПО «Анисимова-Якушев»,Consulting,www.zao.edu,8 539 177 23 65,"наб. Литейная, д. 52",клх Мичуринск,Палау,825045,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Lead
327,Полякова Лтд,Education,www.ip.com,8 056 424 0880,"бул. Цветочный, д. 9 к. 239",клх Ербогачен,Алжир,422122,e336500c-2c00-40e5-a611-69d7934dd403,Inactive
328,КРКА Фарма (KRKA),Healthcare,www.npo.edu,8 223 415 93 75,"ш. Гафури, д. 2/2",г. Волоколамск,Испания,036391,345fa7de-cbce-4eeb-b157-a2bef0c7d98d,Inactive
329,НПО «Лебедев Воробьева»,Consulting,www.ooo.edu,+7 311 433 81 27,"пер. Королева, д. 809",ст. Териберка,Мозамбик,918499,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Inactive
330,Холдинг Транспортные компоненты,Finance,www.ao.org,+7 047 631 05 64,"алл. Крымская, д. 791 к. 8/5",п. Грозный,Босния и Герцеговина,291397,4e7190e1-758f-4dd1-8536-79cded9adfcf,Active
331,"ИП «Казаков, Овчинников и Бирюков»",Education,www.ooo.org,+7 (309) 527-5835,"наб. Чехова, д. 698 стр. 3/2",п. Урай,Бельгия,140169,9b92a97c-3d01-4c0f-aedb-89585e98103f,Active
332,ИП «Третьякова-Гришин»,Energy,www.ooo.edu,86574461341,"ул. Седова, д. 46 стр. 4/6",ст. Сладково,Камерун,590108,c18288c9-02cf-4c3a-a707-f57e185d7575,Active
333,АО «Евдокимова Нестерова»,Energy,www.oao.org,8 424 008 36 65,"ш. Нижнее, д. 6/5",к. Яр-Сале,Словения,518595,dae3d3ab-75a1-46d9-a112-d9672d82ab30,Lead
334,ИП «Исаев Назаров»,Healthcare,www.ooo.biz,8 251 619 75 19,"алл. Герцена, д. 967",к. Соль-Илецк,Аргентина,429886,4e7190e1-758f-4dd1-8536-79cded9adfcf,Active
335,Группа О'кей,Energy,www.russki.edu,+7 (839) 841-24-72,"бул. Проезжий, д. 49 стр. 6",ст. Тулун,Сейшельские Острова,160693,90479e76-3e3b-46ee-a13e-ca6a612e9c0e,Lead
336,Бурова Лимитед,Energy,www.railgo.ru,+7 082 190 3297,"бул. Городской, д. 76 стр. 7",д. Ирбит,Сан-Томе и Принсипи,670984,14b3c043-410e-46ff-8ce9-5e306e839292,Inactive
337,Л'Этуаль,Manufacturing,www.naumova.info,82209436472,"пер. Тополиный, д. 38",клх Омск,Бахрейн,936536,235fe186-a0f9-4571-9586-7ef9607dcfb9,Active
338,Рогова и партнеры,Manufacturing,www.ip.net,+76545696489,"бул. Маяковского, д. 98 к. 446",к. Печора,Судан,251255,4811bf4b-074e-41c4-8d24-edd809da1828,Lead
339,ЗАО «Матвеев Гришин»,Manufacturing,www.pahomova.edu,8 542 403 1437,"пр. Западный, д. 456 стр. 73",с. Россошь,Гвинея-Бисау,851066,0016c387-af40-4251-a23d-2d33d8db8fc3,Lead
340,АО «Доронин»,Consulting,www.samsonov.net,+7 744 787 7474,"наб. Волжская, д. 259",к. Североморск,Вануату,101703,fda266d3-8f04-4aac-b9cf-0070e57b1e05,Prospect
341,ОАО «Вишняков-Пономарев»,Construction,www.neftetransservis.ru,8 (814) 431-4577,"пер. Войкова, д. 130 к. 727",г. Печенга,Танзания,750803,f53ba7b3-c300-4bd9-b8a9-f87c175403ac,Inactive
342,ЗАО «Доронина-Уварова»,IT,www.npo.info,8 702 926 1115,"пер. Привокзальный, д. 27",к. Новгород Великий,Тринидад и Тобаго,766912,326fef3f-8a26-4a01-9085-13fb37483e01,Prospect
343,"ООО «Зимина, Тетерин и Трофимова»",Healthcare,www.zinoveva.net,+7 (359) 408-6923,"алл. Снежная, д. 397",п. Туруханск,Колумбия,307214,6fd9ce98-d88e-4e3a-8490-c8c2c6068c53,Inactive
344,АО «Савин Сорокина»,Manufacturing,www.oao.com,8 687 069 73 90,"ул. Короленко, д. 3 к. 405",с. Апшеронск,Демократическая Республика Конго,987449,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Lead
345,"ОАО «Симонов, Ершова и Красильникова»",Healthcare,www.rao.net,+70228629738,"ш. Коммунистическое, д. 5",д. Истра,Маршалловы Острова,287008,fb404b39-a714-40f6-b577-aa99c9693126,Lead
346,АСР-Углесбыт,Construction,www.ao.edu,80294654040,"ул. Декабристов, д. 6",д. Муром,Монако,509394,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Prospect
347,АО «Муравьева Шашкова»,Manufacturing,www.npo.biz,+73914547849,"ш. Детское, д. 499 стр. 32",с. Партизанск,Малави,894096,b60ad4be-9278-4a2b-affd-fd3574e6863c,Inactive
348,ООО «Шестакова-Копылов»,Energy,www.dzhonson.org,8 320 571 9489,"наб. Красноярская, д. 5 стр. 4",с. Петушки,Мадагаскар,257276,0016c387-af40-4251-a23d-2d33d8db8fc3,Inactive
349,НПО «Нестерова-Беляева»,Education,www.rao.com,+7 195 333 02 02,"ул. Баумана, д. 9/3 к. 523",к. Кемерово,Ботсвана,162654,f53ba7b3-c300-4bd9-b8a9-f87c175403ac,Active
350,ООО «Сафонов»,Energy,www.bragin.biz,+7 818 080 0445,"ул. Калинина, д. 5/8 к. 7",г. Саранск,Габон,745066,05c01860-314c-48b2-a11f-0efb2cbcc845,Lead
351,ЗАО «Ковалев»,Consulting,www.rao.com,+7 (141) 342-8984,"ш. Инженерное, д. 18 к. 498",д. Аргаяш,Гвинея,401087,90f73e7c-5f38-4e79-9533-9612b8567e34,Prospect
352,ОАО «Одинцова»,Construction,www.kolesnikov.ru,8 (183) 087-72-05,"наб. Невского, д. 412 стр. 89",клх Токсово,Черногория,261005,162b6fad-d086-44a9-b3cc-831df164d260,Prospect
353,ООО «Антонова Юдин»,Retail,www.npo.net,+7 (439) 185-7633,"наб. Степная, д. 847 стр. 162",с. Байкальск,Ангола,120177,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Lead
354,ИП «Николаева-Третьякова»,Retail,www.oao.org,84706360320,"наб. Орловская, д. 50 стр. 3",клх Черемхово,Вьетнам,516622,c2eee187-c3cb-488a-8247-980b7b483275,Active
355,Носов Инк,Healthcare,www.zao.biz,8 145 037 96 84,"бул. Российский, д. 743 стр. 217",к. Темрюк,Люксембург,198386,5d89668a-9971-4eb7-b1d1-0f9cda7dff34,Inactive
356,Стройсервис,Manufacturing,www.mmk.info,+7 907 316 04 32,"наб. Достоевского, д. 40 стр. 4/1",ст. Куртамыш,Северная Македония,718192,05c01860-314c-48b2-a11f-0efb2cbcc845,Prospect
357,Гуляев Групп,Education,www.npo.edu,+7 (854) 549-6740,"пер. Спартака, д. 6",д. Сеймчан,Лихтенштейн,321951,62c08ecb-e215-42fd-bd0f-cf7238df9127,Inactive
358,Емельянова Групп,Construction,www.ip.ru,+7 (574) 667-52-97,"пр. Угловой, д. 1",д. Кировск (Мурм.),Израиль,820687,e371c1e5-aa28-4642-ab37-2a8fc56dab22,Prospect
359,РАО «Лыткин»,Healthcare,www.rao.biz,+7 (416) 530-31-73,"пер. Чернышевского, д. 1/5 к. 55",с. Брянск,Боливия,813272,24dc5785-c24a-48ec-8b83-3d49cf89a60b,Lead
360,"ИП «Комиссаров, Родионова и Носов»",IT,www.rao.org,+7 (258) 069-71-66,"пр. Краснодарский, д. 5",п. Тольятти,Турция,363324,5067ee53-7118-43de-a30e-0d947418b0b0,Active
361,ЗАО «Лаврентьева Сорокина»,Construction,www.ip.net,+7 (455) 412-13-14,"ш. Угольное, д. 31",с. Дно,Палау,315183,e336500c-2c00-40e5-a611-69d7934dd403,Lead
362,"ЗАО «Капустина, Михеева и Щербакова»",Consulting,www.zao.net,8 (061) 747-21-57,"пер. Мичурина, д. 508 стр. 5/1",д. Комсомольск-на-Амуре,Палау,734309,162b6fad-d086-44a9-b3cc-831df164d260,Prospect
363,ВГТРК,Construction,www.oao.com,8 156 901 77 22,"наб. Вокзальная, д. 3 к. 8/4",с. Орехово-Зуево,Бельгия,541123,8ca8eeeb-61c3-4ffa-b16b-e0372b50073f,Active
364,ЗАО «Тимофеева Дементьева»,Manufacturing,www.ip.org,+76464618493,"ул. Нижняя, д. 7 стр. 70",ст. Зарайск,Сент-Люсия,643564,f1b4b5ce-1a2a-45c2-8cc6-3bfc6b7e13dc,Lead
365,ООО «Федосеева»,Finance,www.npo.net,8 (235) 571-4952,"пр. Мира, д. 3 к. 607",к. Усть-Ордынский,Израиль,114865,a4e082d1-1daf-45ee-a16e-b7dd1d2c64de,Lead
366,"АО «Жданова, Носов и Белов»",Healthcare,www.zao.com,86388339408,"ш. Кубанское, д. 1 стр. 568",к. Гаврилов-Ям,Венесуэла,967875,680551ba-1c0f-4ab2-a55a-da49832494b0,Lead
367,"ОАО «Андреев, Миронов и Родионов»",Finance,www.kondratev.org,8 (329) 476-32-66,"алл. Железнодорожная, д. 728 к. 13",с. Сладково,Сенегал,527404,4811bf4b-074e-41c4-8d24-edd809da1828,Inactive
368,НПО «Лобанов Архипов»,Healthcare,www.savelev.com,8 (860) 210-8794,"бул. Черняховского, д. 57 стр. 53",ст. Хабаровск,Сан-Томе и Принсипи,401224,41dcf8fa-ac65-4d48-bf21-af60d5f41514,Lead
369,Новикомбанк,Energy,www.ip.biz,8 511 241 5711,"ул. Маркса, д. 773 стр. 722",п. Кропоткин (Краснод.),Ливан,862661,41dcf8fa-ac65-4d48-bf21-af60d5f41514,Active
370,"АО «Наумов, Большаков и Лапин»",Consulting,www.fedotova.edu,+7 (191) 472-82-97,"наб. Маркса Карла, д. 12 стр. 5",ст. Белогорск (Амур.),Катар,425754,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Lead
371,ООО «Фокина-Рябова»,IT,www.rusgidro.edu,+7 (574) 990-01-70,"пр. Виноградный, д. 4/4 стр. 4/3",г. Плес,Швеция,352054,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Lead
372,РАО «Борисова-Лукин»,Construction,www.oao.biz,8 172 454 1531,"наб. Литейная, д. 1 к. 3/4",к. Орел,Румыния,282672,36aefd90-26da-4c6d-a6c3-8fe04cd3be3a,Lead
373,Евдокимов Инк,Energy,www.isakova.biz,+77005178460,"ш. Космическое, д. 707",ст. Кузнецк,Израиль,094792,5d4ed284-317e-43f8-ac56-4802d36b1c72,Prospect
374,ЗАО «Савина-Емельянова»,Manufacturing,www.ip.com,+7 (386) 025-11-55,"пр. Логовой, д. 6/4 стр. 5",клх Ачинск,Испания,166432,1ab0d7d5-7576-4cc4-81e4-3b38a2f62c3d,Lead
375,ЗАО «Вишнякова Суханов»,Finance,www.korporatsija.com,+7 303 282 55 32,"ул. Ватутина, д. 49 стр. 4/3",г. Калевала,Малайзия,076986,dae3d3ab-75a1-46d9-a112-d9672d82ab30,Inactive
376,НПО «Константинов Филиппова»,Energy,www.npo.net,+78455208577,"наб. Смоленская, д. 68 к. 27",д. Билибино,Украина,184459,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Lead
377,ОАО «Орехова Филатов»,Consulting,www.npo.biz,+7 067 390 85 97,"ш. Специалистов, д. 4/6",клх Далматово,Ангола,907873,4811bf4b-074e-41c4-8d24-edd809da1828,Lead
378,"РАО «Архипов, Сидоров и Герасимов»",Consulting,www.rao.com,+7 (829) 165-66-33,"алл. Полярная, д. 1/7 стр. 2",ст. Токма,Сербия,618727,8ca8eeeb-61c3-4ffa-b16b-e0372b50073f,Active
379,ИП «Муравьев»,IT,www.rogov.biz,+7 138 143 51 40,"наб. Черемушки, д. 941",к. Энгельс,Румыния,415623,6cdfbfb7-dbca-4efe-a03f-be390f6a4647,Lead
380,АвтоГермес,Finance,www.fmsm.ru,+7 117 072 7641,"алл. Халтурина, д. 4",ст. Балтийск,Южный Судан,291541,ad7065d6-1d8b-464a-843f-bd7a4c9f3ec1,Prospect
381,ОАО «Борисов-Савельев»,Manufacturing,www.maksimov.info,+7 046 806 2474,"алл. К.Маркса, д. 79",п. Руза,Буркина-Фасо,630016,36d95212-c89f-49e4-a95d-e46b2c675450,Active
382,Никонова Инкорпорэйтед,IT,www.ao.info,8 721 969 9533,"бул. К.Маркса, д. 274",с. Белокуриха,Камбоджа,064634,6bbb3b91-8128-4a83-aa19-6820d22506d1,Active
383,Щербакова Лтд,Education,www.ao.net,+7 746 459 4936,"пер. 9 Января, д. 9/5 стр. 439",к. Александров,Гондурас,887042,e3eb59c7-bcee-4c32-8968-34f4630b5d3b,Lead
384,РАО «Цветкова»,Finance,www.danon.org,+7 (634) 143-02-41,"ш. Циолковского, д. 50",к. Дудинка,Белоруссия,498566,41dcf8fa-ac65-4d48-bf21-af60d5f41514,Active
385,Аксель-Моторс,Finance,www.kulagina.net,8 970 586 66 05,"ш. Уральское, д. 7",с. Стерлитамак,Саудовская Аравия,636186,39dd5b71-1690-4156-80cc-027a0c8f1450,Active
386,ЗАО «Субботина-Молчанова»,Finance,www.ao.edu,+7 519 075 61 36,"пр. Вавилова, д. 1",к. Златоуст,Латвия,370534,9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,Inactive
387,ООО «Дмитриев»,Logistics,www.npo.edu,8 552 229 5908,"алл. Большевистская, д. 9/3",с. Тихвин,Финляндия,254617,7c7c5a17-d13e-4631-8c94-966bc68c511a,Lead
388,Константинов и партнеры,Energy,www.ao.ru,8 675 325 3589,"ул. Энтузиастов, д. 9/3 стр. 38",клх Стерлитамак,Сан-Марино,431465,2ff8a24f-f2cc-47e0-b7ce-4d3a137db258,Prospect
389,"ООО «Фокина, Попов и Григорьева»",Healthcare,www.firma.biz,+7 372 489 8523,"наб. Ворошилова, д. 27",к. Октябрьское (Хант.),Мавритания,065709,bf06e07d-1198-48fb-bdf1-12281b3dc7d7,Inactive
390,Белозеров Лимитед,IT,www.novosibirskenergosbit.info,8 301 716 27 29,"пер. Парижской Коммуны, д. 9/6",п. Вендинга,Гана,867886,11e67c73-6b50-41b1-9ca9-69cbd5f12bcc,Lead
391,"ОАО «Казакова, Пестов и Кудряшов»",Logistics,www.ao.edu,8 981 069 02 82,"бул. Уральский, д. 8/9 к. 1",д. Малгобек,Южный Судан,610656,0a34abba-933b-46ad-83e7-26827392c528,Inactive
392,Силина и партнеры,Healthcare,www.ip.net,+77758978885,"ул. Проточная, д. 2/4",ст. Белокуриха,Аргентина,257620,cc5244ad-e232-4726-a741-c386676a3d4d,Inactive
393,"ЗАО «Зимин, Лукина и Красильникова»",Manufacturing,www.ao.ru,85888011596,"пер. Ушакова, д. 409 к. 79",п. Орск,Сингапур,079471,9ec9eeab-3e3a-40f4-86a4-6681cb02f57f,Lead
394,"ИП «Хохлова, Мухин и Сазонова»",Construction,www.ooo.net,8 (805) 402-61-93,"пр. Водопроводный, д. 1",ст. Усть-Джегута,Литва,280230,53954df3-04e4-48a9-a745-976bd512e029,Active
395,РАО «Воробьева»,Retail,www.avdeev.com,8 (217) 387-8612,"пр. Советов, д. 6",п. Истра,Люксембург,116916,25139f58-6602-44c9-b0d7-6bcfcad533c1,Prospect
396,"НПО «Максимова, Ершов и Дементьева»",Energy,www.ao.com,8 042 463 3663,"бул. Украинский, д. 8/3",с. Шелагонцы,Южный Судан,825110,162b6fad-d086-44a9-b3cc-831df164d260,Prospect
397,АО «Терентьев»,Finance,www.zao.biz,8 (915) 312-4692,"ул. Геологическая, д. 4/2",к. Сургут (Хант.),Сербия,354038,b56c391c-6bca-429b-846b-f1bba5fe72b7,Active
398,ЗАО «Козлова Филатов»,Manufacturing,www.ooo.org,8 (291) 159-1556,"пр. Гоголя, д. 8 к. 50",д. Северо-Курильск,Алжир,496530,ca32c20b-5b70-4044-b0a4-f83b7b00a452,Inactive
399,"ИП «Борисова, Брагин и Михайлов»",Education,www.ip.org,+7 074 172 5904,"наб. Енисейская, д. 81 стр. 3",д. Мытищи,Тунис,251869,f945d903-b6be-4943-a56b-1c7742941d83,Prospect
400,НПО «Андреев»,Energy,www.ao.org,+7 182 348 07 22,"пр. Комарова, д. 269 стр. 8/2",г. Бомнак,Турция,652220,f12d392d-307e-4d38-816c-51a68f765432,Prospect
401,НПО «Рогова-Лихачева»,Finance,www.rao.org,8 (580) 568-5440,"ул. Февральская, д. 8/8 к. 6/2",д. Арсеньев,Тринидад и Тобаго,077519,17201ad5-fd5c-4bc2-9e0a-f2980340e12e,Active
402,"ОАО «Моисеева, Копылов и Соболев»",Manufacturing,www.ip.edu,81972942081,"бул. Стахановский, д. 67",г. Карпинск,Франция,045933,62c08ecb-e215-42fd-bd0f-cf7238df9127,Lead
403,НПО «Евдокимов»,Healthcare,www.oao.ru,8 452 889 0915,"бул. Первомайский, д. 91",г. Шатки,Япония,780260,377e6772-9e1c-4b21-9a6c-6d98a8850f36,Inactive
404,СОГАЗ,Education,www.ip.net,8 (008) 568-7532,"наб. Центральная, д. 92",ст. Мытищи,Соломоновы Острова,693113,f13f445b-657d-454e-9b07-e385cb8ff100,Inactive
405,Фортум (Fortum),Manufacturing,www.zao.com,8 468 124 5496,"алл. Высотная, д. 234 к. 282",п. Зарайск,Намибия,445209,c701b146-51f6-48cb-880c-2900c6b708ee,Active
406,НПО «Комаров Игнатьева»,Retail,www.berlin-hemi.org,8 (832) 791-84-33,"пр. Большевистский, д. 2/2 стр. 430",клх Токсово,Нигер,911872,ffa439be-e000-4867-aecc-37554c02bfb4,Prospect
407,Ингосстрах,Retail,www.fedotov.edu,+7 906 131 85 55,"наб. Волжская, д. 599 к. 135",д. Таштагол,США,334722,e7bac3a7-46a7-4402-bc9c-9beb5573ef92,Lead
408,ИП «Герасимова-Михайлова»,Energy,www.zao.ru,8 151 405 65 10,"ш. Ключевое, д. 48 к. 16",ст. Сургут (Хант.),Папуа,927822,b60ad4be-9278-4a2b-affd-fd3574e6863c,Prospect
409,Русэнергосбыт,Energy,www.bashkirenergo.ru,8 922 503 0679,"ш. Шоссейное, д. 48 стр. 9/8",к. Таштагол,Бангладеш,035210,ffa439be-e000-4867-aecc-37554c02bfb4,Prospect
410,РАО «Иванов-Карпова»,Construction,www.oao.org,85350381510,"бул. Советов, д. 42",д. Кировск (Ленин.),Гватемала,306994,fb404b39-a714-40f6-b577-aa99c9693126,Inactive
411,"ОАО «Кулакова, Михайлов и Шестаков»",Energy,www.zao.biz,+7 387 266 3231,"бул. Кедровый, д. 4",п. Саров (Морд.),Ямайка,747260,151e0785-f19b-499e-9983-9cde827772dc,Active
412,ЗАО «Кузьмина-Харитонова»,Retail,www.ip.ru,8 105 076 2308,"бул. Заовражный, д. 7",клх Махачкала,Уганда,899686,c80d0b85-1ae3-43cd-b10d-674e4f4f7e7f,Lead
